row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,39.415.071,"40,18",38.794.270,"47,30",39415071.0,40.18,38794270.0,47.3
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,24.756.364,"25,23",21.251.226,"25,91",24756364.0,25.23,21251226.0,25.91
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,12.839.403,"13,09",15.540.005,"18,95",12839403.0,13.09,15540005.0,18.95
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,1.356.287,"1,39",1.495.726,"1,82",1356287.0,1.39,1495726.0,1.82
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,441.442,"0,45",473.977,"0,58",441442.0,0.45,473977.0,0.58
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,11.281,"0,01",17.153,"0,02",11281.0,0.01,17153.0,0.02
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,9.755,"0,01",16.183,"0,02",9755.0,0.01,16183.0,0.02
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,539,-,-,-,539.0,,,
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,58.692.118,"59,82",43.216.382,"52,70",58692118.0,59.82,43216382.0,52.7
,,,98.107.189,"100,00",82.010.652,"100,00",98107189.0,100.0,82010652.0,100.0
