row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",44.650.738,"45,51",32.149.677,"39,20",44650738.0,45.51,32149677.0,39.2
Xây dựng,Xây dựng,Xây dựng,11.005.389,"11,22",11.539.180,"14,07",11005389.0,11.22,11539180.0,14.07
"Bán buôn và bán lẻ; sửa chữa mô tô, ô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa mô tô, ô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa mô tô, ô tô, xe máy và xe có động cơ khác",10.900.993,"11,11",10.362.786,"12,64",10900993.0,11.11,10362786.0,12.64
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",5.130.997,"5,23",4.933.636,"6,02",5130997.0,5.23,4933636.0,6.02
"Nồng nghiệp, lâm nghiệp và thủy sản","Nồng nghiệp, lâm nghiệp và thủy sản","Nồng nghiệp, lâm nghiệp và thủy sản",3.515.622,"3,58",2.894.481,"3,53",3515622.0,3.58,2894481.0,3.53
"Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm",3.495.988,"3,56",3.274.925,"3,99",3495988.0,3.56,3274925.0,3.99
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,2.931.594,"2,99",2.101.955,"2,56",2931594.0,2.99,2101955.0,2.56
"Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hòa không khí",2.605.254,"2,66",3.332.524,"4,06",2605254.0,2.66,3332524.0,4.06
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,670.434,"0,68",1.007.400,"1,23",670434.0,0.68,1007400.0,1.23
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,278.410,"0,28",623.508,"0,76",278410.0,0.28,623508.0,0.76
"Hoạt động chuyên môn, khoa học, công nghệ","Hoạt động chuyên môn, khoa học, công nghệ","Hoạt động chuyên môn, khoa học, công nghệ",241.168,"0,25",238.864,"0,29",241168.0,0.25,238864.0,0.29
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,211.871,"0,22",264.109,"0,32",211871.0,0.22,264109.0,0.32
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,134.861,"0,14",433.720,"0,53",134861.0,0.14,433720.0,0.53
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,133.338,"0,14",178.386,"0,22",133338.0,0.14,178386.0,0.22
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,108.649,"0,11",162.627,"0,20",108649.0,0.11,162627.0,0.2
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",67.197,"0,07",80.610,"0,10",67197.0,0.07,80610.0,0.1
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",58.539,"0,06",97.675,"0,12",58539.0,0.06,97675.0,0.12
"Hoạt động của Đăng Cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng; bảo đảm xã hội bất buộc","Hoạt động của Đăng Cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng; bảo đảm xã hội bất buộc","Hoạt động của Đăng Cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng; bảo đảm xã hội bất buộc",53.344,"0,05",33.970,"0,04",53344.0,0.05,33970.0,0.04
Khai khoáng,Khai khoáng,Khai khoáng,43.398,"0,04",174.372,"0,21",43398.0,0.04,174372.0,0.21
"Hoạt động của các tổ chức, cơ quan quốc tế","Hoạt động của các tổ chức, cơ quan quốc tế","Hoạt động của các tổ chức, cơ quan quốc tế",7.000,"0,01",7.000,"0,01",7000.0,0.01,7000.0,0.01
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,11.862.405,"12,09",8.119.247,"9,90",11862405.0,12.09,8119247.0,9.9
,,,98.107.189,"100,00",82.010.652,"100,00",98107189.0,100.0,82010652.0,100.0
