row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023%/năm,Ngày 31 tháng 12năm 2022%/năm,numeric__Ngày 31 tháng 12năm 2023%/năm,numeric__Ngày 31 tháng 12năm 2022%/năm
Bằng VND,Bằng VND,Bằng VND,"0,50 - 11,00","2,90 - 11,00",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"5,00 - 5,50","4,12 - 4,60",,
