row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,38,238.408.089,102.907.266,38.0,238408089.0,102907266.0
- Cam kết giao dịch hối đoái,- Cam kết giao dịch hối đoái,- Cam kết giao dịch hối đoái,,232.409.836,94.405.275,,232409836.0,94405275.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,,33.887.522,14.701.079,,33887522.0,14701079.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,,33.973.525,14.615.886,,33973525.0,14615886.0
Cam kết giao dịch hoán đổi,Cam kết giao dịch hoán đổi,Cam kết giao dịch hoán đổi,,164.548.789,65.088.310,,164548789.0,65088310.0
- Cam kết cho vay không hủy ngang,- Cam kết cho vay không hủy ngang,- Cam kết cho vay không hủy ngang,,21.737,30.493,,21737.0,30493.0
- Cam kết trong nghiệp vụ thu tín dụng,- Cam kết trong nghiệp vụ thu tín dụng,- Cam kết trong nghiệp vụ thu tín dụng,,732.858,2.877.343,,732858.0,2877343.0
- Bảo lãnh khác,- Bảo lãnh khác,- Bảo lãnh khác,,5.243.658,5.437.124,,5243658.0,5437124.0
- Các cam kết khác,- Các cam kết khác,- Các cam kết khác,,-,157.031,,,157031.0
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,39,1.018.755,839.596,39.0,1018755.0,839596.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,40,8.099.504,7.739.655,40.0,8099504.0,7739655.0
Tài sản và chứng từ khác,Tài sản và chứng từ khác,Tài sản và chứng từ khác,41,6.828.673,1.987.011,41.0,6828673.0,1987011.0
