row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,,,
Tập đoàn Geleximco- Công ty CP,Tập đoàn Geleximco- Công ty CP,Tập đoàn Geleximco- Công ty CP,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnThu nhập từ góp vốn đầu tưGóp vốn đầu tưThu hồi vốn góp đầu tư,588.556(588.556)4.902(57.000)-,1.204.559(1.204.784)3.535(43.000)38.000,,,
Malayan BankingBerhad - Maylaysia,Malayan BankingBerhad - Maylaysia,Malayan BankingBerhad - Maylaysia,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnABB gửi tiền không kỳ hạnABB rút tiền gửi không kỳ hạnThu lãi tiền gửiTrả lãi tiền gửiThu từ các công cụ tài chínhphải sinh tiền tệChi từ các công cụ tài chínhphải sinh tiền tệ,94.902(100.945)-(1)1.069(2)17.068(336),324.354(330.286)1-(1)9.262(272),,,
Công ty Tài chínhQuốc tế,Công ty Tài chínhQuốc tế,Công ty Tài chínhQuốc tế,Số tiền trả nợTrả lãi tiền vay,--,(835.666)(24.965),,,
Các công ty liên quancủa Tập đoànGeleximco - Công tyCP,Các công ty liên quancủa Tập đoànGeleximco - Công tyCP,Các công ty liên quancủa Tập đoànGeleximco - Công tyCP,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnNhận tiền gửi có kỳ hạnRút tiền gửi có kỳ hạnTrả lãi tiền gửiThu nhập từ góp vốn đầu tư,16.111.605(15.219.972)3.766.232(2.314.892)(5.706)22.322,28.997.619(29.073.329)5.599.958(6.073.964)(5.300)20.515,,,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnNhận tiền gửi có kỳ hạnRút tiền gửi có kỳ hạnNhận tiền gửi tiết kiệmcó kỳ hạnRút tiền gửi tiết kiệmcó kỳ hạnTrả lãi tiền gửiThù lao và phụ cấp,163.793(153.873)-(137.449)(542)(22.681),1.051.296(1.061.323)1.421(1.495)375.145(667.905)(6.535)(43.290),,,
