row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải thu giao dịch thể,Phải thu giao dịch thể,Phải thu giao dịch thể,418.400,416.064,418400.0,416064.0
Phải thu nghiệp vụ liên quan LC UPAS,Phải thu nghiệp vụ liên quan LC UPAS,Phải thu nghiệp vụ liên quan LC UPAS,253.634,1.894.749,253634.0,1894749.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,153.159,127.102,153159.0,127102.0
Tạm ứng mua sám tài sản (i),Tạm ứng mua sám tài sản (i),Tạm ứng mua sám tài sản (i),137.290,119.133,137290.0,119133.0
"Đặt cọc, ký quỹ, thế chấp, cảm cố","Đặt cọc, ký quỹ, thế chấp, cảm cố","Đặt cọc, ký quỹ, thế chấp, cảm cố",68.763,70.325,68763.0,70325.0
Phải thu từ nghiệp vụ bán nợ (ii),Phải thu từ nghiệp vụ bán nợ (ii),Phải thu từ nghiệp vụ bán nợ (ii),58.797,87.447,58797.0,87447.0
Tạm ứng chi phí hoạt động cho đối tác,Tạm ứng chi phí hoạt động cho đối tác,Tạm ứng chi phí hoạt động cho đối tác,49.119,79.425,49119.0,79425.0
Phải thu bán chứng khoán (iii),Phải thu bán chứng khoán (iii),Phải thu bán chứng khoán (iii),36.020,36.228,36020.0,36228.0
Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,15.913,16.049,15913.0,16049.0
Phải thu Công ty Cổ phần Đầu tư Bất động sảnAn Bình (iv),Phải thu Công ty Cổ phần Đầu tư Bất động sảnAn Bình (iv),Phải thu Công ty Cổ phần Đầu tư Bất động sảnAn Bình (iv),13.245,13.245,13245.0,13245.0
Thuế TNDN nộp thừa,Thuế TNDN nộp thừa,Thuế TNDN nộp thừa,10.437,-,10437.0,
Phải thu tiền đặt cọc quyền mua cố phần Công tyCổ phần Dược phẩm Viễn Đông (DVD) (v),Phải thu tiền đặt cọc quyền mua cố phần Công tyCổ phần Dược phẩm Viễn Đông (DVD) (v),Phải thu tiền đặt cọc quyền mua cố phần Công tyCổ phần Dược phẩm Viễn Đông (DVD) (v),5.225,5.225,5225.0,5225.0
Phải thu liên quan đến góp vốn đầu tư -EVN Tây Nguyên,Phải thu liên quan đến góp vốn đầu tư -EVN Tây Nguyên,Phải thu liên quan đến góp vốn đầu tư -EVN Tây Nguyên,3.333,3.333,3333.0,3333.0
Thuế giá trị gia tăng đầu vào,Thuế giá trị gia tăng đầu vào,Thuế giá trị gia tăng đầu vào,2.042,9.368,2042.0,9368.0
"Phải thu giao dịch mua, bán ngoại tệ chờ xử lý","Phải thu giao dịch mua, bán ngoại tệ chờ xử lý","Phải thu giao dịch mua, bán ngoại tệ chờ xử lý",-,86.979,,86979.0
Phải thu tiền xử lý tài sản theo thi hành án,Phải thu tiền xử lý tài sản theo thi hành án,Phải thu tiền xử lý tài sản theo thi hành án,-,57.120,,57120.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,59.576,39.924,59576.0,39924.0
,,,1.284.953,3.061.716,1284953.0,3061716.0
