row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,26,10.464.069,8.160.575,26.0,10464069.0,8160575.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,27,(7.705.863),(4.395.195),27.0,-7705863.0,-4395195.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,2.758.206,3.765.380,,2758206.0,3765380.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,1.648.954,931.817,,1648954.0,931817.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(900.000),(699.775),,-900000.0,-699775.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,28,748.954,232.042,28.0,748954.0,232042.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,29,228.453,192.865,29.0,228453.0,192865.0
Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,30,5.038,(56.174),30.0,5038.0,-56174.0
Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,31,117.442,(21.343),31.0,117442.0,-21343.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,405.873,375.338,,405873.0,375338.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(25.890),(28.702),,-25890.0,-28702.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,33,379.983,346.636,33.0,379983.0,346636.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",32,97.538,26.448,32.0,97538.0,26448.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,4.335.614,4.485.854,,4335614.0,4485854.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,,(1.246.455),(1.038.874),,-1246455.0,-1038874.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,,(95.228),(88.410),,-95228.0,-88410.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(910.539),(879.252),,-910539.0,-879252.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,34,(2.252.222),(2.006.536),34.0,-2252222.0,-2006536.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,2.083.392,2.479.318,,2083392.0,2479318.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,12,(1.499.348),(776.913),12.0,-1499348.0,-776913.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,584.044,1.702.405,,584044.0,1702405.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,23.1,(130.542),(345.675),231.0,-130542.0,-345675.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,,(130.542),(345.675),,-130542.0,-345675.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,453.502,1.356.730,,453502.0,1356730.0
Lãi cơ bản trên cổ phiếu (đồng/cổ phiếu),Lãi cơ bản trên cổ phiếu (đồng/cổ phiếu),Lãi cơ bản trên cổ phiếu (đồng/cổ phiếu),25,438,1.284,25.0,438.0,1284.0
