row_label_raw,row_label_full,Chỉ tiêu > Số đầu nămTăng vốntrong năm (*) > Lợi nhuận trong nămTrích quỹ khenthường phúc lợi,Vốn điều lệTriệu đồng > 9.409.471 > -,Thặng dưvốn cổ phầnTriệu đồng > 34.279 > -,Vốn đầu tưXDCBTriệu đồng > 994 > -,Quỹ dự trữbổ sung vốnđiều lệTriệu đồng > 167.731 > -,Quỹ dựphòng tài chínhTriệu đồng > 859.412 > -,Quỹ đầu tưphát triểnTriệu đồng > 37.086 > -,Quỹ khACThuộc vốnchủ sở hữuTriệu đồng > 19.430 > -,Lợi nhuậnchưa phânphốITriệu đồng > 2.524.990 > (940.897) > 453.502,Tổng cộngTriệu đồng > 13.053.393 > - > 453.502,numeric__Vốn điều lệTriệu đồng > 9.409.471 > -,numeric__Thặng dưvốn cổ phầnTriệu đồng > 34.279 > -,numeric__Vốn đầu tưXDCBTriệu đồng > 994 > -,numeric__Quỹ dự trữbổ sung vốnđiều lệTriệu đồng > 167.731 > -,numeric__Quỹ dựphòng tài chínhTriệu đồng > 859.412 > -,numeric__Quỹ đầu tưphát triểnTriệu đồng > 37.086 > -,numeric__Quỹ khACThuộc vốnchủ sở hữuTriệu đồng > 19.430 > -,numeric__Lợi nhuậnchưa phânphốITriệu đồng > 2.524.990 > (940.897) > 453.502,numeric__Tổng cộngTriệu đồng > 13.053.393 > - > 453.502
Trích lập các quỹ,Trích lập các quỹ,Trích lập các quỹ,-,-,-,22.282,39.823,4.505,130,(27.678),(27.678),,,,22282.0,39823.0,4505.0,130.0,-27678.0,-27678.0
Số cuối năm,Số cuối năm,Số cuối năm,10.350.368,34.279,994,190.013,899.235,41.591,19.560,1.943.177,13.479.217,10350368.0,34279.0,994.0,190013.0,899235.0,41591.0,19560.0,1943177.0,13479217.0
