row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",71.323.752,55.606.675,71323752.0,55606675.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,13.381.457,12.154.231,13381457.0,12154231.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,8.532.631,8.442.784,8532631.0,8442784.0
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,1.567.606,2.621.827,1567606.0,2621827.0
Công ty Cổ phần Nhà nước,Công ty Cổ phần Nhà nước,Công ty Cổ phần Nhà nước,1.308.269,230.837,1308269.0,230837.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,1.284.898,1.507.998,1284898.0,1507998.0
Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,587.274,1.393.026,587274.0,1393026.0
Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chi phối,263.534,608.782,263534.0,608782.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,246.327,34.995,246327.0,34995.0
"Đơn vị hành chính sự nghiệp, Đằng, Đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, Đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, Đoàn thể và hiệp hội",218.447,321.832,218447.0,321832.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,30.954,17.359,30954.0,17359.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,12.564,1.388,12564.0,1388.0
Khác,Khác,Khác,1.276.578,1.182.881,1276578.0,1182881.0
,,,100.034.291,84.124.615,100034291.0,84124615.0
