row_label_raw,row_label_full,col_0,Số cuối năm > Số cổ phần,Số cuối năm > Giá trị mênh giá Triệu đồng,Số cuối năm > Tỷ lệ sở hữu %,Số đầu năm > Số cổ phần,Số đầu năm > Giá trị mênh giá Triệu đồng,Số đầu năm > Tỷ lệ sở hữu %,numeric__Số cuối năm > Số cổ phần,numeric__Số cuối năm > Giá trị mênh giá Triệu đồng,numeric__Số cuối năm > Tỷ lệ sở hữu %,numeric__Số đầu năm > Số cổ phần,numeric__Số đầu năm > Giá trị mênh giá Triệu đồng,numeric__Số đầu năm > Tỷ lệ sở hữu %
Malayan Banking Berhad,Malayan Banking Berhad,Malayan Banking Berhad,169.683.552,1.696.836,"16,39",154.257.775,1.542.578,"16,39",169683552.0,1696836.0,16.39,154257775.0,1542578.0,16.39
"Tập đoàn Geleximco - Công ty CP (""Geleximco"")","Tập đoàn Geleximco - Công ty CP (""Geleximco"")","Tập đoàn Geleximco - Công ty CP (""Geleximco"")",132.264.340,1.322.643,"12,78",120.240.310,1.202.403,"12,78",132264340.0,1322643.0,12.78,120240310.0,1202403.0,12.78
"Công ty Tài chính Quốc tế (""IFC"")","Công ty Tài chính Quốc tế (""IFC"")","Công ty Tài chính Quốc tế (""IFC"")",84.875.882,848.759,"8,20",77.159.893,771.599,"8,20",84875882.0,848759.0,8.2,77159893.0,771599.0,8.2
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,648.212.988,6.482.130,"62,63",589.289.104,5.892.891,"62,63",648212988.0,6482130.0,62.63,589289104.0,5892891.0,62.63
,,,1.035.036.762,10.350.368,"100,00",940.947.082,9.409.471,"100,00",1035036762.0,10350368.0,100.0,940947082.0,9409471.0,100.0
