row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2021 VND,2020 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2021 VND,numeric__2020 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,31,19.794.990.049.782,17.038.062.202.090,1.0,31.0,19794990049782.0,17038062202090.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,31,904.102.031.152,919.056.719.159,2.0,31.0,904102031152.0,919056719159.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,31,18.890.888.018.630,16.119.005.482.931,10.0,31.0,18890888018630.0,16119005482931.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,32,16.587.572.648.729,13.394.378.798.551,11.0,32.0,16587572648729.0,13394378798551.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,2.303.315.369.901,2.724.626.684.380,20.0,,2303315369901.0,2724626684380.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,33,1.520.638.621.021,109.387.462.759,21.0,33.0,1520638621021.0,109387462759.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,34,545.318.519.731,508.024.853.285,22.0,34.0,545318519731.0,508024853285.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,464.522.804.569,423.754.793.202,23.0,,464522804569.0,423754793202.0
Phần lãi trong các công ty liên kết,Phần lãi trong các công ty liên kết,Phần lãi trong các công ty liên kết,24,7(c),407.071.674,10.014.797.072,24.0,,407071674.0,10014797072.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,35,901.614.223.448,932.548.757.092,25.0,35.0,901614223448.0,932548757092.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,36,753.466.179.483,719.109.230.448,26.0,36.0,753466179483.0,719109230448.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,1.623.962.139.934,684.346.103.386,30.0,,1623962139934.0,684346103386.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,37,94.362.847.567,18.750.848.870,31.0,37.0,94362847567.0,18750848870.0
Chi phí khác,Chi phí khác,Chi phí khác,32,38,19.696.425.155,22.754.045.641,32.0,38.0,19696425155.0,22754045641.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,74.666.422.412,(4.003.196.771),40.0,,74666422412.0,-4003196771.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,1.698.628.562.346,680.342.906.615,50.0,,1698628562346.0,680342906615.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,39,172.151.006.025,215.665.596.683,51.0,39.0,172151006025.0,215665596683.0
Chi phí/(lợi ích) thuế TNDN hoãn lại,Chi phí/(lợi ích) thuế TNDN hoãn lại,Chi phí/(lợi ích) thuế TNDN hoãn lại,52,39,272.825.197.724,(27.524.972.132),52.0,39.0,272825197724.0,-27524972132.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),60,,1.253.652.358.597,492.202.282.064,60.0,,1253652358597.0,492202282064.0
