row_label_raw,row_label_full,col_0,Lãi suấtnăm,Năm đáohạn,31/12/2021VND,1/1/2021VND,numeric__Lãi suấtnăm,numeric__Năm đáohạn,numeric__31/12/2021VND,numeric__1/1/2021VND
"Công ty Cổ phần Tập đoàn Masan,công ty mẹ","Công ty Cổ phần Tập đoàn Masan,công ty mẹ","Công ty Cổ phần Tập đoàn Masan,công ty mẹ","6,5%",2022,2.662.750.000.000,150.000.000.000,0.065,2022.0,2662750000000.0,150000000000.0
Các bên thứ ba,Các bên thứ ba,Các bên thứ ba,"6,5%",2021,-,1.140.000.000.000,0.065,2021.0,,1140000000000.0
,,,,,2.662.750.000.000,1.290.000.000.000,,,2662750000000.0,1290000000000.0
