row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2021VND > 2.853.408.053,Số phát sinh trong năm VND > 66.203.667.220,Số đã nộp trong năm VND > (9.560.390.925),Số cán trừ/phân loại lại/được hoàn trong năm VND > (58.341.904.288),Giảm do ngừng hợp nhất MNSFeed và các công ty con VND > (903.765.387),31/12/2021VND > 251.014.673,numeric__1/1/2021VND > 2.853.408.053,numeric__Số phát sinh trong năm VND > 66.203.667.220,numeric__Số đã nộp trong năm VND > (9.560.390.925),numeric__Số cán trừ/phân loại lại/được hoàn trong năm VND > (58.341.904.288),numeric__Giảm do ngừng hợp nhất MNSFeed và các công ty con VND > (903.765.387),numeric__31/12/2021VND > 251.014.673
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,42.733.644,59.311.787.471,(59.199.537.137),17.267.787,(172.251.765),-,42733644.0,59311787471.0,-59199537137.0,17267787.0,-172251765.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,77.109.536.433,172.151.006.025,(179.938.306.522),(11.194.012.350),(57.746.785.721),381.437.865,77109536433.0,172151006025.0,-179938306522.0,-11194012350.0,-57746785721.0,381437865.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,9.175.445.371,51.081.162.461,(49.477.283.437),(5.750.762.373),(707.623.329),4.320.938.693,9175445371.0,51081162461.0,-49477283437.0,-5750762373.0,-707623329.0,4320938693.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,7.034.400,679.281.440,(686.227.940),-,(87.900),-,7034400.0,679281440.0,-686227940.0,,-87900.0,
,,,89.188.157.901,349.426.904.617,(298.861.745.961),(75.269.411.224),(59.530.514.102),4.953.391.231,89188157901.0,349426904617.0,-298861745961.0,-75269411224.0,-59530514102.0,4953391231.0
