row_label_raw,row_label_full,col_0,Thức ăn chăn nuôi,Thức ăn chăn nuôi_1,Thịt và Trang trại,Thịt và Trang trại_1,Loại trừ,Loại trừ_1,Hợp nhất,Hợp nhất_1,numeric__Thức ăn chăn nuôi,numeric__Thức ăn chăn nuôi_1,numeric__Thịt và Trang trại,numeric__Thịt và Trang trại_1,numeric__Loại trừ,numeric__Loại trừ_1,numeric__Hợp nhất,numeric__Hợp nhất_1
,,,2021VND,2020VND,2021VND,2020VND,2021VND,2020VND,2021VND,2020VND,,,,,,,,
Tổng doanh thu của bộ phận,Tổng doanh thu của bộ phận,Tổng doanh thu của bộ phận,14.825.959.581.770,13.871.348.036.256,4.485.611.576.838,2.378.515.081.290,(420.683.139.978),(130.857.634.615),18.890.888.018.630,16.119.005.482.931,14825959581770.0,13871348036256.0,4485611576838.0,2378515081290.0,-420683139978.0,-130857634615.0,18890888018630.0,16119005482931.0
Kết quả kinh doanh của bộ phận,Kết quả kinh doanh của bộ phận,Kết quả kinh doanh của bộ phận,875.951.926.831,1.132.196.578.398,(243.016.518.219),(301.509.172.296),15.299.558.358,344.085.774,648.234.966.970,831.031.491.876,875951926831.0,1132196578398.0,-243016518219.0,-301509172296.0,15299558358.0,344085774.0,648234966970.0,831031491876.0
Thu nhập/(Chi phí) không phân bổ thuần,Thu nhập/(Chi phí) không phân bổ thuần,Thu nhập/(Chi phí) không phân bổ thuần,,,,,,,975.727.172.964,(150.839.359.221),,,,,,,975727172964.0,-150839359221.0
Kết quả từ hoạt động kinh doanh,Kết quả từ hoạt động kinh doanh,Kết quả từ hoạt động kinh doanh,,,,,,,1.623.962.139.934,680.192.132.655,,,,,,,1623962139934.0,680192132655.0
Kết quả từ hoạt động khác Thuế thu nhập doanh nghiệp,Kết quả từ hoạt động khác Thuế thu nhập doanh nghiệp,Kết quả từ hoạt động khác Thuế thu nhập doanh nghiệp,-,-,-,-,-,-,74.666.422.412,150.773.960,,,,,,,74666422412.0,150773960.0
Kết quả từ hoạt động khác Thuế thu nhập doanh nghiệp,Kết quả từ hoạt động khác Thuế thu nhập doanh nghiệp,Kết quả từ hoạt động khác Thuế thu nhập doanh nghiệp,(143.366.829.353),(182.722.241.213),(4.131.884.799),(5.418.383.338),(297.477.489.597),-,(444.976.203.749),(188.140.624.551),-143366829353.0,-182722241213.0,-4131884799.0,-5418383338.0,-297477489597.0,,-444976203749.0,-188140624551.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,732.585.097.478,949.474.337.185,(247.148.403.018),(306.927.555.634),(282.177.931.239),344.085.774,1.253.652.358.597,492.202.282.064,732585097478.0,949474337185.0,-247148403018.0,-306927555634.0,-282177931239.0,344085774.0,1253652358597.0,492202282064.0
