row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc VND,Máy móc và thiết bị VND,Phương tiện vận chuyển VND,Tổng VND,numeric__Nhà cửa và vật kiến trúc VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận chuyển VND,numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,-,20.950.856.339,1.810.447.267,22.761.303.606,,20950856339.0,1810447267.0,22761303606.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,218.419.237.141,-,418.096.202,218.837.333.343,218419237141.0,,418096202.0,218837333343.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,218.419.237.141,20.950.856.339,2.228.543.469,241.598.636.949,218419237141.0,20950856339.0,2228543469.0,241598636949.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,-,443.666.189,38.897.259,482.563.448,,443666189.0,38897259.0,482563448.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,27.590.138.145,3.456.777.916,519.029.132,31.565.945.193,27590138145.0,3456777916.0,519029132.0,31565945193.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,27.590.138.145,3.900.444.105,557.926.391,32.048.508.641,27590138145.0,3900444105.0,557926391.0,32048508641.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,-,20.507.190.150,1.771.550.008,22.278.740.158,,20507190150.0,1771550008.0,22278740158.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,190.829.098.996,17.050.412.234,1.670.617.078,209.550.128.308,190829098996.0,17050412234.0,1670617078.0,209550128308.0
