row_label_raw,row_label_full,col_0,Nhà cửa VND,Máy móc và thiết bị VND,Phương tiện vận chuyển VND,Thiết bị văn phòng VND,Tổng VND,numeric__Nhà cửa VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận chuyển VND,numeric__Thiết bị văn phòng VND,numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,120.431.727.640,296.489.896.111,66.267.502.290,15.180.009.781,498.369.135.822,120431727640.0,296489896111.0,66267502290.0,15180009781.0,498369135822.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,45.454.545,27.426.404.250,6.639.648.182,4.177.763.000,38.289.269.977,45454545.0,27426404250.0,6639648182.0,4177763000.0,38289269977.0
Chuyển từ xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,-,-,20.279.999.977,-,20.279.999.977,,,20279999977.0,,20279999977.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,-,(28.045.271.810),(930.959.091),-,(28.976.230.901),,-28045271810.0,-930959091.0,,-28976230901.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,120.477.182.185,295.871.028.551,92.256.191.358,19.357.772.781,527.962.174.875,120477182185.0,295871028551.0,92256191358.0,19357772781.0,527962174875.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,79.370.929.134,203.100.267.849,36.939.194.832,11.893.491.537,331.303.883.352,79370929134.0,203100267849.0,36939194832.0,11893491537.0,331303883352.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,6.280.806.907,19.790.333.771,6.696.260.573,1.322.334.914,34.089.736.165,6280806907.0,19790333771.0,6696260573.0,1322334914.0,34089736165.0
Thanh lý,Giá trị hao mòn lũy kế > Thanh lý,Thanh lý,-,(8.810.216.110),(930.959.091),-,(9.741.175.201),,-8810216110.0,-930959091.0,,-9741175201.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,85.651.736.041,214.080.385.510,42.704.496.314,13.215.826.451,355.652.444.316,85651736041.0,214080385510.0,42704496314.0,13215826451.0,355652444316.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,41.060.798.506,93.389.628.262,29.328.307.458,3.286.518.244,167.065.252.470,41060798506.0,93389628262.0,29328307458.0,3286518244.0,167065252470.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,34.825.446.144,81.790.643.041,49.551.695.044,6.141.946.330,172.309.730.559,34825446144.0,81790643041.0,49551695044.0,6141946330.0,172309730559.0
