row_label_raw,row_label_full,col_0,1/1/2021VND,Phân loại lạiVND,31/12/2021VND,numeric__1/1/2021VND,numeric__Phân loại lạiVND,numeric__31/12/2021VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,5.767.178.633,5.767.178.633,,5767178633.0,5767178633.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,761.228.693,-,761.228.693,761228693.0,,761228693.0
Thuế khác,Thuế khác,Thuế khác,566.029.500,-,566.029.500,566029500.0,,566029500.0
,,,1.327.258.193,5.767.178.633,7.094.436.826,1327258193.0,5767178633.0,7094436826.0
