row_label_raw,row_label_full,Thuế giá trị gia tang,1/1/2017VND > 1.494.616.471,Số phải nộp trong năm VND > 116.583.874.796,Số đã nộp trong năm VND > (67.566.407.054),31/12/2017VND > 50.512.084.213,numeric__1/1/2017VND > 1.494.616.471,numeric__Số phải nộp trong năm VND > 116.583.874.796,numeric__Số đã nộp trong năm VND > (67.566.407.054),numeric__31/12/2017VND > 50.512.084.213
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,97.793.396.630,159.650.031.461,(184.315.580.405),73.127.847.686,97793396630.0,159650031461.0,-184315580405.0,73127847686.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,33.571.300,4.834.699.407,(4.038.351.532),829.919.175,33571300.0,4834699407.0,-4038351532.0,829919175.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,9.594.251.673,269.175.367.720,(245.287.802.536),33.481.816.857,9594251673.0,269175367720.0,-245287802536.0,33481816857.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,549.691.914,(549.691.914),-,,549691914.0,-549691914.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,13.680.090.840,77.864.057.239,(67.052.794.808),24.491.353.271,13680090840.0,77864057239.0,-67052794808.0,24491353271.0
,,,122.595.926.914,628.657.722.537,(568.810.628.249),182.443.021.202,122595926914.0,628657722537.0,-568810628249.0,182443021202.0
(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,,,,
,,,1/1/2017VND,Số phát sinh trong năm VND,Số đã được hoàn trong năm VND,31/12/2017VND,,,,
"Thuế nhà đất, tiền thuê đất","(b) Thuế và các khoản phải thu Nhà nước > Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",13.759.339,-,-,13.759.339,13759339.0,,,13759339.0
