row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2017 VND,2016 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2017 VND,numeric__2016 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,25,1.593.214.662.682,1.332.457.562.706,1.0,25.0,1593214662682.0,1332457562706.0
Giá vốn hàng bán và cung cấp dịch vụ,Giá vốn hàng bán và cung cấp dịch vụ,Giá vốn hàng bán và cung cấp dịch vụ,11,26,765.939.858.102,687.039.386.915,11.0,26.0,765939858102.0,687039386915.0
Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),20,,827.274.804.580,645.418.175.791,20.0,,827274804580.0,645418175791.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,27,132.631.361.916,161.982.436.859,21.0,27.0,132631361916.0,161982436859.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,28,93.841.368.617,166.886.270.161,22.0,28.0,93841368617.0,166886270161.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,37.231.753.459,63.455.833.396,23.0,,37231753459.0,63455833396.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,29,51.761.201.545,51.192.091.197,26.0,29.0,51761201545.0,51192091197.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - 26},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - 26},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - 26},30,,814.303.596.334,589.322.251.292,30.0,,814303596334.0,589322251292.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,426.344.546,113.696.796,31.0,,426344546.0,113696796.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,-,17.176.136,32.0,,,17176136.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,426.344.546,96.520.660,40.0,,426344546.0,96520660.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,814.729.940.880,589.418.771.952,50.0,,814729940880.0,589418771952.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,31,159.650.031.461,117.503.258.450,51.0,31.0,159650031461.0,117503258450.0
Lợi nhuận thuần sau thuế TNDN (60 = 50 - 51),Lợi nhuận thuần sau thuế TNDN (60 = 50 - 51),Lợi nhuận thuần sau thuế TNDN (60 = 50 - 51),60,,655.079.909.419,471.915.513.502,60.0,,655079909419.0,471915513502.0
