row_label_raw,row_label_full,col_0,Giá trị giao dịch cho năm,Giá trị giao dịch cho năm_1,numeric__Giá trị giao dịch cho năm,numeric__Giá trị giao dịch cho năm_1
,,,2017VND,2016VND,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Công ty Cổ phần Phong điện Thuận BìnhGóp vốn,Công ty liên kết > Công ty Cổ phần Phong điện Thuận BìnhGóp vốn,Công ty Cổ phần Phong điện Thuận BìnhGóp vốn,6.200.000.000,10.000.000.000,6200000000.0,10000000000.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Công ty Mua Bán ĐiệnBán điện,Các bên liên quan khác > Công ty Mua Bán ĐiệnBán điện,Công ty Mua Bán ĐiệnBán điện,1.576.312.192.426,1.323.027.327.498,1576312192426.0,1323027327498.0
Công ty Tài chính Cổ phần Điện lựcVay,Các bên liên quan khác > Công ty Tài chính Cổ phần Điện lựcVay,Công ty Tài chính Cổ phần Điện lựcVay,300.689.098.246,271.716.440.480,300689098246.0,271716440480.0
Chi phí lãi vay,Các bên liên quan khác > Chi phí lãi vay,Chi phí lãi vay,3.234.787.141,317.796.904,3234787141.0,317796904.0
Công ty Cổ phần Thủy điện A VươngCổ tức được chia,Các bên liên quan khác > Công ty Cổ phần Thủy điện A VươngCổ tức được chia,Công ty Cổ phần Thủy điện A VươngCổ tức được chia,4.771.277.700,2.708.022.500,4771277700.0,2708022500.0
Công ty Cổ phần Thủy điện Sông Ba HạCổ tức được chia,Các bên liên quan khác > Công ty Cổ phần Thủy điện Sông Ba HạCổ tức được chia,Công ty Cổ phần Thủy điện Sông Ba HạCổ tức được chia,3.007.303.040,-,3007303040.0,
Công ty Cổ phần Tư vấn Xây dựng Điện 3Cung cấp dịch vụ,Các bên liên quan khác > Công ty Cổ phần Tư vấn Xây dựng Điện 3Cung cấp dịch vụ,Công ty Cổ phần Tư vấn Xây dựng Điện 3Cung cấp dịch vụ,327.289.751,4.240.137.454,327289751.0,4240137454.0
Ứng trước hợp đồng dịch vụ,Các bên liên quan khác > Ứng trước hợp đồng dịch vụ,Ứng trước hợp đồng dịch vụ,-,349.437.000,,349437000.0
Nhận ứng trước hợp đồng dịch vụ,Các bên liên quan khác > Nhận ứng trước hợp đồng dịch vụ,Nhận ứng trước hợp đồng dịch vụ,-,199.937.130,,199937130.0
Công ty Cổ phần Tư vấn Xây dựng Điện 2Ứng trước hợp đồng xây dựng cơ bản,Các bên liên quan khác > Công ty Cổ phần Tư vấn Xây dựng Điện 2Ứng trước hợp đồng xây dựng cơ bản,Công ty Cổ phần Tư vấn Xây dựng Điện 2Ứng trước hợp đồng xây dựng cơ bản,1.652.211.901,680.684.533,1652211901.0,680684533.0
Trung tâm Viễn thông và Công nghệ thông tin –Tập đoàn Điện lực Việt NamChi phí dịch vụ,Các bên liên quan khác > Trung tâm Viễn thông và Công nghệ thông tin –Tập đoàn Điện lực Việt NamChi phí dịch vụ,Trung tâm Viễn thông và Công nghệ thông tin –Tập đoàn Điện lực Việt NamChi phí dịch vụ,-,164.213.285,,164213285.0
Trung tâm Thông tin Điện lực – Tập đoàn Điện lực Việt NamỨng trước hợp đồng dịch vụ,Các bên liên quan khác > Trung tâm Thông tin Điện lực – Tập đoàn Điện lực Việt NamỨng trước hợp đồng dịch vụ,Trung tâm Thông tin Điện lực – Tập đoàn Điện lực Việt NamỨng trước hợp đồng dịch vụ,-,157.886.520,,157886520.0
Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đồng NaiCung cấp dịch vụ,Các bên liên quan khác > Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đồng NaiCung cấp dịch vụ,Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đồng NaiCung cấp dịch vụ,-,119.072.625,,119072625.0
Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đại NinhCung cấp dịch vụ,Các bên liên quan khác > Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đại NinhCung cấp dịch vụ,Chi nhánh Tổng Công ty Phát điện 1 – Công tyThủy điện Đại NinhCung cấp dịch vụ,63.299.570,333.989.771,63299570.0,333989771.0
Chi nhánh Công ty Cổ phần Phát triển Điện lực Việt NamCung cấp dịch vụ,Các bên liên quan khác > Chi nhánh Công ty Cổ phần Phát triển Điện lực Việt NamCung cấp dịch vụ,Chi nhánh Công ty Cổ phần Phát triển Điện lực Việt NamCung cấp dịch vụ,-,19.678.000,,19678000.0
