row_label_raw,row_label_full,b3) Tinh hình hoạt động của các Công ty trong năm,b3) Tinh hình hoạt động của các Công ty trong năm_1,b3) Tinh hình hoạt động của các Công ty trong năm_2,numeric__b3) Tinh hình hoạt động của các Công ty trong năm_1,numeric__b3) Tinh hình hoạt động của các Công ty trong năm_2
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,,
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,,
Công ty TNHH Truyền thông và giải trí FPT,Công ty TNHH Truyền thông và giải trí FPT,Công ty TNHH Truyền thông và giải trí FPT,Tạm dùng hoạt động,Tạm dùng hoạt động,,
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,,
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,,
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,,
Công ty cổ phần Viễn Thông FPT,Công ty cổ phần Viễn Thông FPT,Công ty cổ phần Viễn Thông FPT,Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,,
Công ty cổ phần Dịch vụ trực tuyến FPT,Công ty cổ phần Dịch vụ trực tuyến FPT,Công ty cổ phần Dịch vụ trực tuyến FPT,Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,,
Công ty Cổ phần bán lẻ kỹ thuật số,Công ty Cổ phần bán lẻ kỹ thuật số,Công ty Cổ phần bán lẻ kỹ thuật số,Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,,
