row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014,numeric__31/12/2015,numeric__31/12/2014
,,,VND,VND,,
Số dư các khoản cho vay,Số dư các khoản cho vay,Số dư các khoản cho vay,350.500.000.000,199.778.750.000,350500000000.0,199778750000.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,196.000.000.000,66.000.000.000,196000000000.0,66000000000.0
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,137.000.000.000,52.000.000.000,137000000000.0,52000000000.0
Công ty TNHH MTV Giải pháp công nghệ FPT,Công ty TNHH MTV Giải pháp công nghệ FPT,Công ty TNHH MTV Giải pháp công nghệ FPT,17.500.000.000,17.500.000.000,17500000000.0,17500000000.0
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,-,64.278.750.000,,64278750000.0
Số dư các khoản đĩ vay,Số dư các khoản đĩ vay,Số dư các khoản đĩ vay,1.263.750.000.000,1.181.750.000.000,1263750000000.0,1181750000000.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,703.000.000.000,544.000.000.000,703000000000.0,544000000000.0
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,330.000.000.000,605.000.000.000,330000000000.0,605000000000.0
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,84.000.000.000,-,84000000000.0,
Công ty TNHH Phát triển Khu CN cao Hòa Lạc FPT,Công ty TNHH Phát triển Khu CN cao Hòa Lạc FPT,Công ty TNHH Phát triển Khu CN cao Hòa Lạc FPT,137.750.000.000,17.750.000.000,137750000000.0,17750000000.0
Công ty TNHH Dịch vụ Tin học FPT,Công ty TNHH Dịch vụ Tin học FPT,Công ty TNHH Dịch vụ Tin học FPT,9.000.000.000,15.000.000.000,9000000000.0,15000000000.0
"Phải thu cổ tức, lợi nhuận công ty con chuyển về","Phải thu cổ tức, lợi nhuận công ty con chuyển về","Phải thu cổ tức, lợi nhuận công ty con chuyển về",402.458.282.826,323.958.282.826,402458282826.0,323958282826.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,42.500.000.000,23.000.000.000,42500000000.0,23000000000.0
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,116.000.000.000,120.000.000.000,116000000000.0,120000000000.0
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,167.000.000.000,104.000.000.000,167000000000.0,104000000000.0
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,39.458.282.826,39.458.282.826,39458282826.0,39458282826.0
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,37.500.000.000,37.500.000.000,37500000000.0,37500000000.0
Phải thu khách hàng ngắn hạn,Phải thu khách hàng ngắn hạn,Phải thu khách hàng ngắn hạn,42.353.958.910,41.643.428.004,42353958910.0,41643428004.0
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,15.708.890.892,20.054.185.565,15708890892.0,20054185565.0
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,11.575.540.639,10.066.256.885,11575540639.0,10066256885.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,9.464.983.161,9.992.982.145,9464983161.0,9992982145.0
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,5.604.544.218,1.530.003.409,5604544218.0,1530003409.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,120.164.442.511,21.828.334.883,120164442511.0,21828334883.0
Công ty Cổ phần Đô thị FPT Đà Nẵng,Công ty Cổ phần Đô thị FPT Đà Nẵng,Công ty Cổ phần Đô thị FPT Đà Nẵng,120.164.442.511,21.828.334.883,120164442511.0,21828334883.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,566.487.519.720,620.971.315.340,566487519720.0,620971315340.0
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,480.335.230.783,528.819.026.403,480335230783.0,528819026403.0
Công ty Cổ phần Bất động sản FPT,Công ty Cổ phần Bất động sản FPT,Công ty Cổ phần Bất động sản FPT,51.280.039.983,57.280.039.983,51280039983.0,57280039983.0
Công ty Cổ phần Đô thị FPT Đà Nẵng,Công ty Cổ phần Đô thị FPT Đà Nẵng,Công ty Cổ phần Đô thị FPT Đà Nẵng,34.872.248.954,34.872.248.954,34872248954.0,34872248954.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,12.258.719.710,10.037.319.731,12258719710.0,10037319731.0
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,11.044.619.710,10.037.319.731,11044619710.0,10037319731.0
Công ty TNHH MTV Giải pháp công nghệ FPT,Công ty TNHH MTV Giải pháp công nghệ FPT,Công ty TNHH MTV Giải pháp công nghệ FPT,1.214.100.000,-,1214100000.0,
Phải trả qua tài khoản tập trung,Phải trả qua tài khoản tập trung,Phải trả qua tài khoản tập trung,216.476.882.036,356.898.982.472,216476882036.0,356898982472.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,119.102.619.872,125.187.574.228,119102619872.0,125187574228.0
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,60.929.988.081,193.558.685.404,60929988081.0,193558685404.0
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,25.094.300.974,20.405.012.465,25094300974.0,20405012465.0
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,10.021.638.504,11.489.948.810,10021638504.0,11489948810.0
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,1.328.334.605,6.257.761.565,1328334605.0,6257761565.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,33.904.130.386,174.138.561.984,33904130386.0,174138561984.0
Công ty TNHH Truyền thông và giải trí FPT,Công ty TNHH Truyền thông và giải trí FPT,Công ty TNHH Truyền thông và giải trí FPT,33.904.130.386,33.904.130.386,33904130386.0,33904130386.0
Công ty TNHH Phát triển Khu CN cao Hòa Lạc FPT,Công ty TNHH Phát triển Khu CN cao Hòa Lạc FPT,Công ty TNHH Phát triển Khu CN cao Hòa Lạc FPT,-,140.234.431.598,,140234431598.0
