row_label_raw,row_label_full,col_0,Năm 2015,Năm 2014,numeric__Năm 2015,numeric__Năm 2014
,,,VND,VND,,
Thuế thu nhập doanh nghiệp phải nộp cho năm hiện tại Lợi nhuận trước thuế,Thuế thu nhập doanh nghiệp phải nộp cho năm hiện tại Lợi nhuận trước thuế,Thuế thu nhập doanh nghiệp phải nộp cho năm hiện tại Lợi nhuận trước thuế,1.779.645.661.301,1.782.332.750.669,1779645661301.0,1782332750669.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,,,,
Trừ:,Trừ:,Trừ:,,,,
"Cổ tức, lợi nhuận được chia","Trừ: > Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",(1.743.021.353.000),(1.759.637.069.197),-1743021353000.0,-1759637069197.0
Cộng:,Cộng:,Cộng:,,,,
Các khoản chi phí không được khấu trừ,Cộng: > Các khoản chi phí không được khấu trừ,Các khoản chi phí không được khấu trừ,7.134.476.378,795.631.905,7134476378.0,795631905.0
Khác,Cộng: > Khác,Khác,-,(45.565.291),,-45565291.0
Thu nhập chịu thuế,Cộng: > Thu nhập chịu thuế,Thu nhập chịu thuế,43.758.784.679,23.445.748.086,43758784679.0,23445748086.0
Chuyển lỗ,Cộng: > Chuyển lỗ,Chuyển lỗ,(32.218.879.529),(23.445.748.086),-32218879529.0,-23445748086.0
Thu nhập tính thuế,Cộng: > Thu nhập tính thuế,Thu nhập tính thuế,11.539.905.150,-,11539905150.0,
Thuế suất thông thường,Cộng: > Thuế suất thông thường,Thuế suất thông thường,22%,22%,0.22,0.22
Điều chỉnh theo quyết toán của cơ quan thuế,Cộng: > Điều chỉnh theo quyết toán của cơ quan thuế,Điều chỉnh theo quyết toán của cơ quan thuế,-,51.791.799,,51791799.0
Thuế thu nhập doanh nghiệp,Cộng: > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,2.538.779.133,51.791.799,2538779133.0,51791799.0
