row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CẢO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CẢO KIÊM TOÁN ĐỘC LẬP,BÁO CẢO CỦA BAN TỔNG GIÁM ĐỐC > BÁO CẢO KIÊM TOÁN ĐỘC LẬP,BÁO CẢO KIÊM TOÁN ĐỘC LẬP,3,3.0
BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN,BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN,BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN,4 - 5,
BÁO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN > BÁO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,6,6.0
BÁO CẢO LUU CHUYÊN TIÊN TỆ,BÁO CẢO LUU CHUYÊN TIÊN TỆ,BÁO CẢO LUU CHUYÊN TIÊN TỆ,7 - 8,
THUYÊT MINH BẢO CẢO TÀI CHÍNH RIÊNG,THUYÊT MINH BẢO CẢO TÀI CHÍNH RIÊNG,THUYÊT MINH BẢO CẢO TÀI CHÍNH RIÊNG,9 - 34,
