row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014,numeric__31/12/2015,numeric__31/12/2014
,,,VND,VND,,
Phải thu người lao động,Phải thu người lao động,Phải thu người lao động,295.975.000,136.000.000,295975000.0,136000000.0
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",40.073.955.031,61.505.698,40073955031.0,61505698.0
Cổ tức phải thu công ty con,Cổ tức phải thu công ty con,Cổ tức phải thu công ty con,402.458.282.826,323.958.282.826,402458282826.0,323958282826.0
Phải thu về lãi cho vay và tiền gửi,Phải thu về lãi cho vay và tiền gửi,Phải thu về lãi cho vay và tiền gửi,24.322.792.099,14.739.279.043,24322792099.0,14739279043.0
Phải thu từ đầu tư ngắn hạn,Phải thu từ đầu tư ngắn hạn,Phải thu từ đầu tư ngắn hạn,-,103.400.305.556,,103400305556.0
Phải thu khác,Phải thu khác,Phải thu khác,588.957.241.779,627.624.631.378,588957241779.0,627624631378.0
- Công ty TNHH Đầu tư FPT,- Công ty TNHH Đầu tư FPT,- Công ty TNHH Đầu tư FPT,480.335.230.783,528.819.026.403,480335230783.0,528819026403.0
- Khác,- Khác,- Khác,108.622.010.996,98.805.604.975,108622010996.0,98805604975.0
,,,1.056.108.246.735,1.069.920.004.501,1056108246735.0,1069920004501.0
