row_label_raw,row_label_full,col_0,2015,2014,numeric__2015,numeric__2014
,,,VND,VND,,
Góp vốn,Góp vốn,Góp vốn,502.500.000.000,988.351.325.312,502500000000.0,988351325312.0
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,200.000.000.000,-,200000000000.0,
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,180.000.000.000,120.000.000.000,180000000000.0,120000000000.0
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,80.000.000.000,150.000.000.000,80000000000.0,150000000000.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,42.500.000.000,-,42500000000.0,
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,-,300.000.000.000,,300000000000.0
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,-,80.000.000.000,,80000000000.0
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,-,338.351.325.312,,338351325312.0
Cung cấp dịch vụ,Cung cấp dịch vụ,Cung cấp dịch vụ,141.666.610.647,113.768.730.323,141666610647.0,113768730323.0
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,50.483.139.974,43.727.834.752,50483139974.0,43727834752.0
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,34.103.906.062,25.924.695.832,34103906062.0,25924695832.0
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,17.099.570.790,14.143.965.338,17099570790.0,14143965338.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,34.243.804.573,29.614.394.498,34243804573.0,29614394498.0
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,5.736.189.248,357.839.903,5736189248.0,357839903.0
Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,76.048.073.708,72.195.103.610,76048073708.0,72195103610.0
