row_label_raw,row_label_full,col_0,2015,2014,numeric__2015,numeric__2014
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,9.928.689.728,8.759.620.289,9928689728.0,8759620289.0
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,3.563.640.907,8.640.792.829,3563640907.0,8640792829.0
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,14.909.816.764,12.317.783.866,14909816764.0,12317783866.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,33.305.999.161,17.135.008.872,33305999161.0,17135008872.0
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,14.339.927.148,25.341.897.754,14339927148.0,25341897754.0
Cổ tức/Lợi nhuận kết chuyển về,Cổ tức/Lợi nhuận kết chuyển về,Cổ tức/Lợi nhuận kết chuyển về,1.743.021.353.000,1.759.637.069.197,1743021353000.0,1759637069197.0
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,799.000.000.000,434.000.000.000,799000000000.0,434000000000.0
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,436.000.000.000,488.000.000.000,436000000000.0,488000000000.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,177.500.000.000,609.000.000.000,177500000000.0,609000000000.0
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,152.500.000.000,228.637.069.197,152500000000.0,228637069197.0
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,170.648.022.000,-,170648022000.0,
Công ty Cổ phần Dịch vụ Trực tuyến FPT,Công ty Cổ phần Dịch vụ Trực tuyến FPT,Công ty Cổ phần Dịch vụ Trực tuyến FPT,7.373.331.000,-,7373331000.0,
Lãi cho vay,Lãi cho vay,Lãi cho vay,28.319.054.727,22.597.568.849,28319054727.0,22597568849.0
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,11.641.250.556,12.605.381.999,11641250556.0,12605381999.0
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,5.444.925.000,6.567.922.222,5444925000.0,6567922222.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,5.405.138.890,655.747.954,5405138890.0,655747954.0
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,4.576.393.055,1.852.586.111,4576393055.0,1852586111.0
Công ty TNHH MTV Giải pháp công nghệ FPT,Công ty TNHH MTV Giải pháp công nghệ FPT,Công ty TNHH MTV Giải pháp công nghệ FPT,1.251.347.226,915.930.563,1251347226.0,915930563.0
Lãi đi vay,Lãi đi vay,Lãi đi vay,46.427.314.824,31.660.805.220,46427314824.0,31660805220.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,29.406.404.187,9.885.933.170,29406404187.0,9885933170.0
Công ty TNHH Dịch vụ Tin học FPT,Công ty TNHH Dịch vụ Tin học FPT,Công ty TNHH Dịch vụ Tin học FPT,7.183.290.117,3.575.122.872,7183290117.0,3575122872.0
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,5.496.942.789,10.203.090.606,5496942789.0,10203090606.0
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,2.638.809.385,1.959.226.027,2638809385.0,1959226027.0
Công ty TNHH Phát triển Khu CN cao Hòa Lạc FPT,Công ty TNHH Phát triển Khu CN cao Hòa Lạc FPT,Công ty TNHH Phát triển Khu CN cao Hòa Lạc FPT,1.030.294.452,1.990.267.360,1030294452.0,1990267360.0
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,671.573.894,360.693.830,671573894.0,360693830.0
Công ty Cổ phần Đô thị FPT Đà Nẵng,Công ty Cổ phần Đô thị FPT Đà Nẵng,Công ty Cổ phần Đô thị FPT Đà Nẵng,-,2.714.157.469,,2714157469.0
Công ty TNHH MTV Giải pháp công nghệ FPT,Công ty TNHH MTV Giải pháp công nghệ FPT,Công ty TNHH MTV Giải pháp công nghệ FPT,-,972.313.886,,972313886.0
