row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,,
Tiền gửi tại và cho vay các TCTD khác,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,44.810.934,24.664.877,44810934.0,24664877.0
Chứng khoán kinh doanh - Chứng khoán Nợ,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Chứng khoán kinh doanh - Chứng khoán Nợ,Chứng khoán kinh doanh - Chứng khoán Nợ,9.670.149,3.536.656,9670149.0,3536656.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,,,,
- Cho vay khách hàng cá nhân,Cho vay khách hàng > - Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,80.551.612,72.281.964,80551612.0,72281964.0
- Cho vay khách hàng là tổ chức,Cho vay khách hàng > - Cho vay khách hàng là tổ chức,- Cho vay khách hàng là tổ chức,97.771.480,74.042.414,97771480.0,74042414.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,,,,
- Chứng khoán Nợ - sẵn sàng để bán,Chứng khoán đầu tư > - Chứng khoán Nợ - sẵn sàng để bán,- Chứng khoán Nợ - sẵn sàng để bán,13.326.951,6.316.956,13326951.0,6316956.0
- Chứng khoán Nợ - giữ đến ngày đáo hạn,Chứng khoán đầu tư > - Chứng khoán Nợ - giữ đến ngày đáo hạn,- Chứng khoán Nợ - giữ đến ngày đáo hạn,15.459.952,11.258.926,15459952.0,11258926.0
Tài sân tài chính khác,Chứng khoán đầu tư > Tài sân tài chính khác,Tài sân tài chính khác,12.407.682,8.579.751,12407682.0,8579751.0
Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,,
Các hợp đồng bảo lãnh tài chính,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,7.450.606,4.672.212,7450606.0,4672212.0
Các cam kết trong thư tín dụng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,5.465.773,4.975.700,5465773.0,4975700.0
