row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.088.274,821.429,1088274.0,821429.0
Thu phí dịch vụ môi giới bảo hiểm,Thu phí dịch vụ môi giới bảo hiểm,Thu phí dịch vụ môi giới bảo hiểm,646.780,414.946,646780.0,414946.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,321.563,308.804,321563.0,308804.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,19.207,18.221,19207.0,18221.0
Thu phí dịch vụ bảo quản tài sản,Thu phí dịch vụ bảo quản tài sản,Thu phí dịch vụ bảo quản tài sản,1.772,283,1772.0,283.0
Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,193,230,193.0,230.0
Thu khác,Thu khác,Thu khác,98.759,78.945,98759.0,78945.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(138.291),(195.553),-138291.0,-195553.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(88.448),(153.761),-88448.0,-153761.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(11.848),(12.325),-11848.0,-12325.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(5.677),(5.215),-5677.0,-5215.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(15.404),(11.789),-15404.0,-11789.0
Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,(1.627),(2.713),-1627.0,-2713.0
Chi khác,Chi khác,Chi khác,(15.287),(9.750),-15287.0,-9750.0
,,,949.983,625.876,949983.0,625876.0
