row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải thu liên quan đến nghiệp vụ thư tín dụng trả chậm,Phải thu liên quan đến nghiệp vụ thư tín dụng trả chậm,Phải thu liên quan đến nghiệp vụ thư tín dụng trả chậm,5.305.252,3.815.818,5305252.0,3815818.0
Phải thu từ hoạt động bán chứng khoán trả chậm (i),Phải thu từ hoạt động bán chứng khoán trả chậm (i),Phải thu từ hoạt động bán chứng khoán trả chậm (i),2.375.065,239.980,2375065.0,239980.0
Phải thu từ thanh lý tài sản (ii),Phải thu từ thanh lý tài sản (ii),Phải thu từ thanh lý tài sản (ii),656.000,738.000,656000.0,738000.0
Chi phí công trình,Chi phí công trình,Chi phí công trình,632.408,458.717,632408.0,458717.0
Tạm ứng mua sắm TSCĐ (iii),Tạm ứng mua sắm TSCĐ (iii),Tạm ứng mua sắm TSCĐ (iii),552.540,532.169,552540.0,532169.0
Phải thu liên minh thể,Phải thu liên minh thể,Phải thu liên minh thể,427.886,219.451,427886.0,219451.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,170.061,179.294,170061.0,179294.0
Phải thu hoa hồng đại lý (iv),Phải thu hoa hồng đại lý (iv),Phải thu hoa hồng đại lý (iv),131.641,92.204,131641.0,92204.0
Tạm ứng xử lý tài sản nhận cán trừ nợ (v),Tạm ứng xử lý tài sản nhận cán trừ nợ (v),Tạm ứng xử lý tài sản nhận cán trừ nợ (v),107.974,-,107974.0,
Ký quỹ giao dịch phải sinh,Ký quỹ giao dịch phải sinh,Ký quỹ giao dịch phải sinh,105.852,67.880,105852.0,67880.0
"Ký quỹ thuê văn phòng, TSCĐ và công cụ dụng cụ","Ký quỹ thuê văn phòng, TSCĐ và công cụ dụng cụ","Ký quỹ thuê văn phòng, TSCĐ và công cụ dụng cụ",63.499,51.472,63499.0,51472.0
Phải thu dịch vụ đại lý bảo hiểm,Phải thu dịch vụ đại lý bảo hiểm,Phải thu dịch vụ đại lý bảo hiểm,58.383,295,58383.0,295.0
Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,29.258,16.249,29258.0,16249.0
Tạm ứng chi phí xử lý tài sản bảo đảm,Tạm ứng chi phí xử lý tài sản bảo đảm,Tạm ứng chi phí xử lý tài sản bảo đảm,28.155,25.748,28155.0,25748.0
Phải thu liên quan đến hoạt động chỉ trả kiểu hối,Phải thu liên quan đến hoạt động chỉ trả kiểu hối,Phải thu liên quan đến hoạt động chỉ trả kiểu hối,18.726,35.511,18726.0,35511.0
Tạm ứng cho khoản tiền gửi tiết kiệm trả lãi trao ngay,Tạm ứng cho khoản tiền gửi tiết kiệm trả lãi trao ngay,Tạm ứng cho khoản tiền gửi tiết kiệm trả lãi trao ngay,14.425,12.445,14425.0,12445.0
Thuế TNDN phải thu,Thuế TNDN phải thu,Thuế TNDN phải thu,223,-,223.0,
Ký quỹ tài khoản giao dịch mua cổ phiếu quỹ,Ký quỹ tài khoản giao dịch mua cổ phiếu quỹ,Ký quỹ tài khoản giao dịch mua cổ phiếu quỹ,-,73.073,,73073.0
Phải thu đối tác thu hộ tiền vay,Phải thu đối tác thu hộ tiền vay,Phải thu đối tác thu hộ tiền vay,-,20.097,,20097.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,187.318,141.587,187318.0,141587.0
,,,10.864.666,6.719.990,10864666.0,6719990.0
