row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,88.057.701,53.331.243,88057701.0,53331243.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,32.092.592,19.011.482,32092592.0,19011482.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,17.810.116,11.577.908,17810116.0,11577908.0
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,13.034.544,8.729.967,13034544.0,8729967.0
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,12.035.698,7.682.874,12035698.0,7682874.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,3.790.016,211.812,3790016.0,211812.0
"Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội",2.843.527,1.871.305,2843527.0,1871305.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,2.462.874,1.147.213,2462874.0,1147213.0
Công ty cổ phần có vốn cổ phần của Nhà nước chiểm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiểm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiểm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,1.963.889,1.164.624,1963889.0,1164624.0
Công ty liên doanh nước ngoài,Công ty liên doanh nước ngoài,Công ty liên doanh nước ngoài,780.021,520.909,780021.0,520909.0
Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,162.735,267.540,162735.0,267540.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,17.897,14.955,17897.0,14955.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,9.718,9.766,9718.0,9766.0
Hộ kinh doanh,Hộ kinh doanh,Hộ kinh doanh,777,2.695,777.0,2695.0
Khác,Khác,Khác,1.053.297,1.118.193,1053297.0,1118193.0
Tiền gửi của cá nhân,Tiền gửi của cá nhân,Tiền gửi của cá nhân,86.562.569,72.687.333,86562569.0,72687333.0
,,,174.620.270,126.018.576,174620270.0,126018576.0
