row_label_raw,row_label_full,Chỉ tiêu > Số đầu năm,Quỹ đầu tư phát triển Triệu đồng > 70,Quỹ dự phòng tài chính Triệu đồng > 868.014,Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 303.202,Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 77.103,Tổng cộng Triệu đồng > 1.248.389,numeric__Quỹ đầu tư phát triển Triệu đồng > 70,numeric__Quỹ dự phòng tài chính Triệu đồng > 868.014,numeric__Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 303.202,numeric__Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 77.103,numeric__Tổng cộng Triệu đồng > 1.248.389
Trích lập các quỹ,Trích lập các quỹ,Trích lập các quỹ,-,386.616,194.304,20.000,600.920,,386616.0,194304.0,20000.0,600920.0
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,-,-,-,(2.228),(2.228),,,,-2228.0,-2228.0
Số cuối năm,Số cuối năm,Số cuối năm,70,1.254.630,497.506,94.875,1.847.081,70.0,1254630.0,497506.0,94875.0,1847081.0
