row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",59.729.306,"33,49",52.928.782,"36,17",59729306.0,33.49,52928782.0,36.17
Xây dựng,Xây dựng,Xây dựng,21.127.284,"11,85",15.594.380,"10,66",21127284.0,11.85,15594380.0,10.66
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,14.520.664,"8,14",11.504.446,"7,86",14520664.0,8.14,11504446.0,7.86
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",13.094.647,"7,34",7.875.077,"5,38",13094647.0,7.34,7875077.0,5.38
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",12.684.154,"7,11",9.416.255,"6,44",12684154.0,7.11,9416255.0,6.44
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",12.552.339,"7,04",10.639.994,"7,27",12552339.0,7.04,10639994.0,7.27
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và động cơ khác",10.563.978,"5,92",6.616.331,"4,52",10563978.0,5.92,6616331.0,4.52
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,5.715.502,"3,21",5.798.589,"3,96",5715502.0,3.21,5798589.0,3.96
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,3.750.825,"2,10",3.044.265,"2,08",3750825.0,2.1,3044265.0,2.08
"Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm",1.459.744,"0,82",894.656,"0,61",1459744.0,0.82,894656.0,0.61
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,1.275.450,"0,72",1.223.893,"0,84",1275450.0,0.72,1223893.0,0.84
Khai khoáng,Khai khoáng,Khai khoáng,323.217,"0,18",305.814,"0,21",323217.0,0.18,305814.0,0.21
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",320.488,"0,18",209.376,"0,14",320488.0,0.18,209376.0,0.14
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,294.431,"0,17",616.043,"0,42",294431.0,0.17,616043.0,0.42
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,283.511,"0,16",179.282,"0,12",283511.0,0.16,179282.0,0.12
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,192.880,"0,11",174.043,"0,12",192880.0,0.11,174043.0,0.12
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",129.467,"0,07",125.564,"0,09",129467.0,0.07,125564.0,0.09
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",63.084,"0,04",50.754,"0,03",63084.0,0.04,50754.0,0.03
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,20.242.121,"11,35",19.126.834,"13,08",20242121.0,11.35,19126834.0,13.08
,,,178.323.092,"100,00",146.324.378,"100,00",178323092.0,100.0,146324378.0,100.0
