row_label_raw,row_label_full,Chỉ tiêu > Số đầu năm > Tăng vốn trong năm (*) > Lợi nhuận trong năm,Vốn điều lệ Triệu đồng > 9.810.000 > 6.278.488 > -,Thặng dư vốn cổ phần Triệu đồng > 2.042.255 > (1.448.881) > -,Cổ phiếu quỹ Triệu đồng > (158.929) > -,Vốn đầu tư xây dựng cơ bản Triệu đồng > 89 > -,Quỹ của TCTD Triệu đồng > 1.248.389 > -,Lợi nhuận chưa phân phối Triệu đồng > 6.130.768 > (4.829.607) > 4.248.949,Lợi ích cổ đông không kiểm soát Triệu đồng > 1.308.544 > 300.000 > 398.148,Tổng cộng Triệu đồng > 20.381.116 > 300.000 > 4.647.097,numeric__Vốn điều lệ Triệu đồng > 9.810.000 > 6.278.488 > -,numeric__Thặng dư vốn cổ phần Triệu đồng > 2.042.255 > (1.448.881) > -,numeric__Cổ phiếu quỹ Triệu đồng > (158.929) > -,numeric__Vốn đầu tư xây dựng cơ bản Triệu đồng > 89 > -,numeric__Quỹ của TCTD Triệu đồng > 1.248.389 > -,numeric__Lợi nhuận chưa phân phối Triệu đồng > 6.130.768 > (4.829.607) > 4.248.949,numeric__Lợi ích cổ đông không kiểm soát Triệu đồng > 1.308.544 > 300.000 > 398.148,numeric__Tổng cộng Triệu đồng > 20.381.116 > 300.000 > 4.647.097
Mua cổ phiếu quỹ,Mua cổ phiếu quỹ,Mua cổ phiếu quỹ,-,-,(344.752),-,-,-,-,(344.752),,,-344752.0,,,,,-344752.0
Trích lập các quỹ,Trích lập các quỹ,Trích lập các quỹ,-,-,-,-,600.920,(600.920),-,-,,,,,600920.0,-600920.0,,
"Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",-,-,-,-,-,(10.000),-,(10.000),,,,,,-10000.0,,-10000.0
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,-,-,-,-,(2.228),-,-,(2.228),,,,,-2228.0,,,-2228.0
Chia cổ tức trong năm,Chia cổ tức trong năm,Chia cổ tức trong năm,-,-,-,-,-,-,(300.000),(300.000),,,,,,,-300000.0,-300000.0
Phát hành cổ phiếu cho nhân viên từ cổ phiếu quỹ theo ESOP (**),Phát hành cổ phiếu cho nhân viên từ cổ phiếu quỹ theo ESOP (**),Phát hành cổ phiếu cho nhân viên từ cổ phiếu quỹ theo ESOP (**),-,(57.418),90.233,-,-,-,-,32.815,,-57418.0,90233.0,,,,,32815.0
Số cuối năm,Số cuối năm,Số cuối năm,16.088.488,535.956,(413.448),89,1.847.081,4.939.190,1.706.692,24.704.048,16088488.0,535956.0,-413448.0,89.0,1847081.0,4939190.0,1706692.0,24704048.0
