row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,9.932.000,6.581.000,9932000.0,6581000.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,484.000,1.624.000,484000.0,1624000.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,9.301.000,4.820.000,9301000.0,4820000.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,147.000,137.000,147000.0,137000.0
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,20.710.063,18.432.063,20710063.0,18432063.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,16.678.000,15.400.000,16678000.0,15400000.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,4.032.063,3.032.063,4032063.0,3032063.0
Trái phiếu chuyển đổi (*),Trái phiếu chuyển đổi (*),Trái phiếu chuyển đổi (*),3.694.400,-,3694400.0,
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,3.694.400,-,3694400.0,
Chi phí phát hành giấy tờ có giá,Chi phí phát hành giấy tờ có giá,Chi phí phát hành giấy tờ có giá,(4.206),-,-4206.0,
Chứng chỉ tiên gửi,Chứng chỉ tiên gửi,Chứng chỉ tiên gửi,(63),-,-63.0,
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,(2.466),-,-2466.0,
Trái phiếu chuyển đổi,Trái phiếu chuyển đổi,Trái phiếu chuyển đổi,(1.677),-,-1677.0,
,,,34.332.257,25.013.063,34332257.0,25013063.0
