row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,279.475,111.012,279475.0,111012.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,256.237,96.013,256237.0,96013.0
Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),23.238,14.999,23238.0,14999.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,1.735.602,1.324.591,1735602.0,1324591.0
Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,458.924,320.713,458924.0,320713.0
Thuế và các khoản phải trả ngân sách Nhà nước,Thuế và các khoản phải trả ngân sách Nhà nước,Thuế và các khoản phải trả ngân sách Nhà nước,324.987,335.611,324987.0,335611.0
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,300.000,-,300000.0,
Phải trả giao dịch chuyển tiền nhanh qua thể,Phải trả giao dịch chuyển tiền nhanh qua thể,Phải trả giao dịch chuyển tiền nhanh qua thể,201.450,98.540,201450.0,98540.0
Hoa hồng phải trả,Hoa hồng phải trả,Hoa hồng phải trả,150.586,138.018,150586.0,138018.0
Phải trả cho đại lý (ii),Phải trả cho đại lý (ii),Phải trả cho đại lý (ii),104.355,131.709,104355.0,131709.0
Phải trả từ nhận góp vốn,Phải trả từ nhận góp vốn,Phải trả từ nhận góp vốn,-,300.000,,300000.0
Chờ thanh toán khác,Chờ thanh toán khác,Chờ thanh toán khác,195.300,-,195300.0,
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,445.367,319.124,445367.0,319124.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,207.273,115.534,207273.0,115534.0
Phải trả về xây dựng cơ bản,Phải trả về xây dựng cơ bản,Phải trả về xây dựng cơ bản,15.785,6.637,15785.0,6637.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,222.309,196.953,222309.0,196953.0
,,,2.460.444,1.754.727,2460444.0,1754727.0
