row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,3.374,2.781,3374.0,2781.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,3.538.343,2.615.979,3538343.0,2615979.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,3.199.470,2.304.211,3199470.0,2304211.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,237.635,221.079,237635.0,221079.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,101.238,90.689,101238.0,90689.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,672.596,626.753,672596.0,626753.0
- Chi phí thuế văn phòng,- Chi phí thuế văn phòng,- Chi phí thuế văn phòng,321.360,307.467,321360.0,307467.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,154.950,140.365,154950.0,140365.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,106.560,81.947,106560.0,81947.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,89.726,96.974,89726.0,96974.0
Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,1.832.695,1.724.000,1832695.0,1724000.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",1.162.247,1.064.193,1162247.0,1064193.0
- Công tác phí,- Công tác phí,- Công tác phí,49.724,54.468,49724.0,54468.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,2.172,1.959,2172.0,1959.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,618.552,603.380,618552.0,603380.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",112.513,112.597,112513.0,112597.0
"Chi phí/(hoàn nhập) dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","Chi phí/(hoàn nhập) dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","Chi phí/(hoàn nhập) dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)",13.308,(1.618),13308.0,-1618.0
- Chi phí dự phòng rủi ro tài sản có khác,- Chi phí dự phòng rủi ro tài sản có khác,- Chi phí dự phòng rủi ro tài sản có khác,123,272,123.0,272.0
- Chi phí/(hoàn nhập) dự phòng giảm giá đầu tư dài hạn,- Chi phí/(hoàn nhập) dự phòng giảm giá đầu tư dài hạn,- Chi phí/(hoàn nhập) dự phòng giảm giá đầu tư dài hạn,13.185,(1.890),13185.0,-1890.0
,,,6.172.829,5.080.492,6172829.0,5080492.0
