row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu nămTriệu đồng > 18.419,Phát sinh trong năm > Số phải nộpTriệu đồng > 95.540,Phát sinh trong năm > Số đã nộpTriệu đồng > (94.832),Số cuối nămTriệu đồng > 19.127,numeric__Số đầu nămTriệu đồng > 18.419,numeric__Phát sinh trong năm > Số phải nộpTriệu đồng > 95.540,numeric__Phát sinh trong năm > Số đã nộpTriệu đồng > (94.832),numeric__Số cuối nămTriệu đồng > 19.127
Thuế TNDN,Thuế TNDN,Thuế TNDN,305.071,1.164.048,(1.199.487),269.632,305071.0,1164048.0,-1199487.0,269632.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,12.121,181.058,(156.951),36.228,12121.0,181058.0,-156951.0,36228.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,9.966,159.198,(134.412),34.752,9966.0,159198.0,-134412.0,34752.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,2.155,16.778,(17.457),1.476,2155.0,16778.0,-17457.0,1476.0
Thuế môn bài,Thuế môn bài,Thuế môn bài,-,310,(310),-,,310.0,-310.0,
Thuế khác,Thuế khác,Thuế khác,-,4.772,(4.772),-,,4772.0,-4772.0,
,,,335.611,1.440.646,(1.451.270),324.987,335611.0,1440646.0,-1451270.0,324987.0
