row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,630.093,474.880,630093.0,474880.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,348.026,189.016,348026.0,189016.0
Thu lãi trả chậm từ thanh lý tài sản,Thu lãi trả chậm từ thanh lý tài sản,Thu lãi trả chậm từ thanh lý tài sản,75.229,-,75229.0,
Thu từ nghiệp vụ phải sinh,Thu từ nghiệp vụ phải sinh,Thu từ nghiệp vụ phải sinh,60.780,1.907,60780.0,1907.0
Thu tiền cho thuê lại văn phòng,Thu tiền cho thuê lại văn phòng,Thu tiền cho thuê lại văn phòng,9.172,26.760,9172.0,26760.0
Thu nhập thuần từ thanh lý tài sản cố định và bất động sản đầu tư,Thu nhập thuần từ thanh lý tài sản cố định và bất động sản đầu tư,Thu nhập thuần từ thanh lý tài sản cố định và bất động sản đầu tư,4.414,38.062,4414.0,38062.0
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,3.113,50.087,3113.0,50087.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,129.359,169.048,129359.0,169048.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(111.250),(36.602),-111250.0,-36602.0
Chi phí nghiệp vụ phải sinh,Chi phí nghiệp vụ phải sinh,Chi phí nghiệp vụ phải sinh,(63.620),(993),-63620.0,-993.0
Chi tài trợ và hoạt động xã hội,Chi tài trợ và hoạt động xã hội,Chi tài trợ và hoạt động xã hội,(7.743),(3.290),-7743.0,-3290.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,(5.763),(5.763),-5763.0,-5763.0
Chi phí về thanh lý tài sản khác,Chi phí về thanh lý tài sản khác,Chi phí về thanh lý tài sản khác,-,(4.230),,-4230.0
Chi phí khác,Chi phí khác,Chi phí khác,(34.124),(22.326),-34124.0,-22326.0
,,,518.843,438.278,518843.0,438278.0
