row_label_raw,row_label_full,col_0,Thay đổi tỷ giá,Ảnh hưởng tăng/(giảm) lợi nhuận sau thuế,numeric__Thay đổi tỷ giá,numeric__Ảnh hưởng tăng/(giảm) lợi nhuận sau thuế
,,,Thay đổi tỷ giá,Triệu đồng,,
Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,,
EUR,Tại ngày 31 tháng 12 năm 2020 > EUR,EUR,5%,181,0.05,181.0
EUR,Tại ngày 31 tháng 12 năm 2020 > EUR,EUR,(5%),(181),,-181.0
USD,Tại ngày 31 tháng 12 năm 2020 > USD,USD,5%,(20.609),0.05,-20609.0
USD,Tại ngày 31 tháng 12 năm 2020 > USD,USD,(5%),20.609,,20609.0
SJC,Tại ngày 31 tháng 12 năm 2020 > SJC,SJC,5%,985,0.05,985.0
SJC,Tại ngày 31 tháng 12 năm 2020 > SJC,SJC,(5%),(985),,-985.0
