row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,23.445.310,20.189.182,,23445310.0,20189182.0
Chi phí lãi và các chi phí tương tự đã trả,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(10.040.444),(9.705.821),,-10040444.0,-9705821.0
Thu nhập từ hoạt động dịch vụ nhận được,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,862.811,610.673,,862811.0,610673.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",,535.621,462.071,,535621.0,462071.0
Thu nhập khác,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,198.235,203.387,,198235.0,203387.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",33,348.026,189.016,33.0,348026.0,189016.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(5.920.609),(5.549.674),,-5920609.0,-5549674.0
Tiền thuế thu nhập thực nộp trong năm,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,24,(1.199.487),(851.655),24.0,-1199487.0,-851655.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,8.229.463,5.547.179,,8229463.0,5547179.0
Những thay đổi về tài sản hoạt động,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(67.152.888),(23.821.723),,-67152888.0,-23821723.0
Giảm/(tăng) các khoản tiền gửi tại và cho vay các TCTD khác,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(tăng) các khoản tiền gửi tại và cho vay các TCTD khác,Giảm/(tăng) các khoản tiền gửi tại và cho vay các TCTD khác,,710.000,(359.618),,710000.0,-359618.0
(Tăng)/giảm các khoản về kinh doanh chứng khoán,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Tăng)/giảm các khoản về kinh doanh chứng khoán,(Tăng)/giảm các khoản về kinh doanh chứng khoán,,(29.942.396),4.902.953,,-29942396.0,4902953.0
Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,-,208.294,,,208294.0
Tăng các khoản cho vay khách hàng,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(31.998.714),(23.192.730),,-31998714.0,-23192730.0
