row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,29.129.511,14.735.470,29129511.0,14735470.0
Trái phiếu Chính phủ (a),Trái phiếu Chính phủ (a),Trái phiếu Chính phủ (a),15.802.560,8.418.514,15802560.0,8418514.0
Trái phiếu và chứng chỉ tiền gửi do các TCTDkhác trong nước phát hành (b),Trái phiếu và chứng chỉ tiền gửi do các TCTDkhác trong nước phát hành (b),Trái phiếu và chứng chỉ tiền gửi do các TCTDkhác trong nước phát hành (b),7.979.957,4.412.137,7979957.0,4412137.0
Trái phiếu do các tổ chức kinh tế trong nướcphát hành (c),Trái phiếu do các tổ chức kinh tế trong nướcphát hành (c),Trái phiếu do các tổ chức kinh tế trong nướcphát hành (c),5.346.994,1.904.819,5346994.0,1904819.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,1.013.973,1.013.973,1013973.0,1013973.0
Chứng khoán Vốn do các tổ chức kinh tétrong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tétrong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tétrong nước phát hành,1.013.973,1.013.973,1013973.0,1013973.0
,,,30.143.484,15.749.443,30143484.0,15749443.0
Dự phòng rủi ro chứng khoánsẵn sàng để bán,Dự phòng rủi ro chứng khoánsẵn sàng để bán,Dự phòng rủi ro chứng khoánsẵn sàng để bán,(37.503),(17.321),-37503.0,-17321.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(2.748),(1.383),-2748.0,-1383.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(34.755),(13.860),-34755.0,-13860.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,-,(2.078),,-2078.0
,,,30.105.981,15.732.122,30105981.0,15732122.0
