row_label_raw,row_label_full,col_0,Số đầu năm,Vay trong năm,Trà nợ gốc vay,VND Số cuối năm,numeric__Số đầu năm,numeric__Vay trong năm,numeric__Trà nợ gốc vay,numeric__VND Số cuối năm
Vay ngân hàngngân hạn(TM số 21.1),Vay ngân hàngngân hạn(TM số 21.1),Vay ngân hàngngân hạn(TM số 21.1),120.000.000.000,442.112.587.669,(542.756.877.791),19.355.709.878,120000000000.0,442112587669.0,-542756877791.0,19355709878.0
Vay ngân hàngdải hạn(TM số 21.2),Vay ngân hàngdải hạn(TM số 21.2),Vay ngân hàngdải hạn(TM số 21.2),571.923.917.500,767.384.072.778,(259.140.203.790),1.080.167.786.488,571923917500.0,767384072778.0,-259140203790.0,1080167786488.0
Trái phiếu,Trái phiếu,Trái phiếu,800.000.000.000,-,(800.000.000.000),-,800000000000.0,,-800000000000.0,
Chi phí phát hànhtrái phiếu,Chi phí phát hànhtrái phiếu,Chi phí phát hànhtrái phiếu,(1.203.651.270),-,1.203.651.270,-,-1203651270.0,,1203651270.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.490.720.266.230,1.209.496.660.447,(1.600.693.430.311),1.099.523.496.366,1490720266230.0,1209496660447.0,-1600693430311.0,1099523496366.0
Trong đó:Ngắn hạn,Trong đó:Ngắn hạn,Trong đó:Ngắn hạn,1.073.500.283.113,,,372.079.170.058,1073500283113.0,,,372079170058.0
Dài hạn,Dài hạn,Dài hạn,417.219.983.117,,,727.444.326.308,417219983117.0,,,727444326308.0
