row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,3.719.360.010.995,3.213.846.102.751,,,3719360010995.0,3213846102751.0
310,310,310,I. Nợ ngắn hạn,,2.844.375.933.339,2.665.312.132.294,,,2844375933339.0,2665312132294.0
311,311,311,1. Phải trả người bán ngắn hạn,16,237.922.307.430,212.189.193.140,,16.0,237922307430.0,212189193140.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,1.719.220.526.171,990.057.573.638,,17.0,1719220526171.0,990057573638.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,117.381.049.085,78.124.014.842,,18.0,117381049085.0,78124014842.0
314,314,314,4. Phải trả người lao động,,10.191.437.157,13.929.430.012,,,10191437157.0,13929430012.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,11.196.602.817,67.998.387.904,,19.0,11196602817.0,67998387904.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,3.374.235.992,3.418.599.628,,,3374235992.0,3418599628.0
319,319,319,7. Phải trả ngắn hạn khác,20,360.415.626.457,224.105.449.963,,20.0,360415626457.0,224105449963.0
320,320,320,8. Vay ngắn hạn,21,372.079.170.058,1.073.500.283.113,,21.0,372079170058.0,1073500283113.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,12.594.978.172,1.989.200.054,,,12594978172.0,1989200054.0
330,330,330,II. Nợ dài hạn,,874.984.077.656,548.533.970.457,,,874984077656.0,548533970457.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,,127.939.751.348,131.313.987.340,,,127939751348.0,131313987340.0
337,337,337,2. Phải trả dài hạn khác,20,19.600.000.000,-,,20.0,19600000000.0,
338,338,338,3. Vay dài hạn,21,727.444.326.308,417.219.983.117,,21.0,727444326308.0,417219983117.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.096.071.148.567,3.197.431.209.315,,,4096071148567.0,3197431209315.0
410,410,410,I. Vốn chủ sở hữu,22,4.096.071.148.567,3.197.431.209.315,,22.0,4096071148567.0,3197431209315.0
411,411,411,1. Vốn cổ phần,,3.149.436.010.000,2.524.847.830.000,,,3149436010000.0,2524847830000.0
411a,411a,411a,- Cổ phiếu cổ đông có quyền biểu quyết,,3.149.436.010.000,2.524.847.830.000,,,3149436010000.0,2524847830000.0
412,412,412,2. Thặng dư vốn cổ phần,,208.157.989.707,66.111.261.707,,,208157989707.0,66111261707.0
418,418,418,3. Quỹ đầu tư phát triển,,189.048.239.781,172.217.135.115,,,189048239781.0,172217135115.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,549.428.909.079,434.254.982.493,,,549428909079.0,434254982493.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,73.901.855.061,153.736.571.386,,,73901855061.0,153736571386.0
421b,421b,421b,- Lợi nhuận thuần năm nay,,475.527.054.018,280.518.411.107,,,475527054018.0,280518411107.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,7.815.431.159.562,6.411.277.312.066,,,7815431159562.0,6411277312066.0
