row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
DIC Resco,DIC Resco,DIC Resco,Công ty liên kết,Chi phí môi giới Chuyển nhượng quyền sử dụng đất,102.427.940.573,51.970.822.285,,,102427940573.0,51970822285.0
DIC Resco,DIC Resco,DIC Resco,Công ty liên kết,Chi phí môi giới Chuyển nhượng quyền sử dụng đất,85.825.634.960,-,,,85825634960.0,
DIC Resco,DIC Resco,DIC Resco,Công ty liên kết,Bán căn hộ,20.549.525.369,-,,,20549525369.0,
DIC Resco,DIC Resco,DIC Resco,Công ty liên kết,Chi phí thi công,3.373.387.268,-,,,3373387268.0,
DIC Phương Nam,DIC Phương Nam,DIC Phương Nam,Công ty liên kết,Cho vayThu lãi cho vay,-,6.600.000.000,,,,6600000000.0
DIC Phương Nam,DIC Phương Nam,DIC Phương Nam,Công ty liên kết,Cho vayThu lãi cho vay,2.039.460.285,-,,,2039460285.0,
DIC Phương Nam,DIC Phương Nam,DIC Phương Nam,Công ty liên kết,Chi phí tiếp khách,1.444.851.493,-,,,1444851493.0,
DIC Phương Nam,DIC Phương Nam,DIC Phương Nam,Công ty liên kết,Dịch vụ cung cấp,-,3.429.218.702,,,,3429218702.0
DIC T&T,DIC T&T,DIC T&T,Công ty con,Chi phí dịch vụ Cổ tức nhận được,7.067.704.738,8.344.312.341,,,7067704738.0,8344312341.0
DIC T&T,DIC T&T,DIC T&T,Công ty con,Chi phí dịch vụ Cổ tức nhận được,-,3.872.686.500,,,,3872686500.0
DIC Anh em,DIC Anh em,DIC Anh em,Công ty con,Cho vay Lãi vay,-,60.000.000.000,,,,60000000000.0
DIC Anh em,DIC Anh em,DIC Anh em,Công ty con,Cho vay Lãi vay,4.681.084.444,-,,,4681084444.0,
Vina Đại Phước,Vina Đại Phước,Vina Đại Phước,Công ty trong cùng Tập đoàn,Dịch vụ cung cấp,3.362.304.100,739.265.856,,,3362304100.0,739265856.0
