row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,,,
DIC Số 1,Phải trả người bán ngắn hạn > DIC Số 1,DIC Số 1,Công ty con,Chi phí xây dựng,68.207.711.411,45.591.436.803,,,68207711411.0,45591436803.0
DIC Số 4,Phải trả người bán ngắn hạn > DIC Số 4,DIC Số 4,Công ty liên kết,Chi phí xây dựng,45.657.066.360,35.213.568.836,,,45657066360.0,35213568836.0
DIC số 2,Phải trả người bán ngắn hạn > DIC số 2,DIC số 2,Công ty con,Chi phí xây dựng,26.461.744.880,20.913.510.182,,,26461744880.0,20913510182.0
DIC Bất động sản,Phải trả người bán ngắn hạn > DIC Bất động sản,DIC Bất động sản,Công ty liên kết,Chi phí môi giới,4.733.148.958,6.174.732.086,,,4733148958.0,6174732086.0
DIC T&T,Phải trả người bán ngắn hạn > DIC T&T,DIC T&T,Công ty con,Mua dịch vụ,878.152.738,1.656.377.176,,,878152738.0,1656377176.0
DIC Vật liệu Xây dựng,Phải trả người bán ngắn hạn > DIC Vật liệu Xây dựng,DIC Vật liệu Xây dựng,Trước đây là công ty con,Mua nguyên vật liệu,-,3.742.163.283,,,,3742163283.0
,,,,,145.937.824.347,113.291.788.366,,,145937824347.0,113291788366.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,,,
DIG Thủy Cung,Phải trả ngắn hạn khác > DIG Thủy Cung,DIG Thủy Cung,Công ty con,Cho mượn,84.500.000.000,25.000.000.000,,,84500000000.0,25000000000.0
DIC Hà Nam,Phải trả ngắn hạn khác > DIC Hà Nam,DIC Hà Nam,Công ty con,Cho mượn,6.654.153.576,6.654.153.576,,,6654153576.0,6654153576.0
,,,,,91.154.153.576,31.654.153.576,,,91154153576.0,31654153576.0
