row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,1.574.067.823.475,2.098.637.373.286,1574067823475.0,2098637373286.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,1.488.209.039.672,2.087.222.090.477,1488209039672.0,2087222090477.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,85.716.261.985,10.764.027.530,85716261985.0,10764027530.0
Doanh thu hoạt động xây dựng,Trong đó: > Doanh thu hoạt động xây dựng,Doanh thu hoạt động xây dựng,142.521.818,651.255.279,142521818.0,651255279.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(22.456.444.350),(113.026.778.037),-22456444350.0,-113026778037.0
Hàng bán trả lại,Trong đó: > Hàng bán trả lại,Hàng bán trả lại,(22.456.444.350),(113.026.778.037),-22456444350.0,-113026778037.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,1.551.611.379.125,1.985.610.595.249,1551611379125.0,1985610595249.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,1.465.752.595.322,1.974.195.312.440,1465752595322.0,1974195312440.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,85.716.261.985,10.764.027.530,85716261985.0,10764027530.0
Doanh thu hoạt động xây dựng,Trong đó: > Doanh thu hoạt động xây dựng,Doanh thu hoạt động xây dựng,142.521.818,651.255.279,142521818.0,651255279.0
