row_label_raw,row_label_full,Ngân hàng > Ngân hàng Thương mạiCổ phần Công thươngViệt Nam - Chi nhánhBình Xuyên > Ngân hàng Thương mạiCổ phần Đầu tư và Phát triểnViệt Nam - Chi nhánh Bà Rịa -Vũng Tàu > Ngân hàng Thương mạiCổ phần Phát triển Thành phố HồChí Minh- Chi nhánh Vũng Tàu > Ngân hàng Thương mạiCổ phần Á Châu- Chi nhánh Hồ Chí Minh,Số cuối nămVND > 614.000.000.000 > 342.088.046.993 > 106.013.319.436 > 18.066.420.059,Kỳ hạn trả gốc và lãi > Từ ngày 25 tháng 2năm 2020 đến ngày 1tháng 11 năm 2028; vàtừ ngày 25 tháng 3năm 2021 đến ngày 25tháng 12 năm 2024 > Từ ngày 23 tháng 3năm 2020 đến ngày 14tháng 12 năm 2022 > Từ ngày 22 tháng 1năm 2020 đến ngày 7tháng 10 năm 2020 > Từ ngày 25 tháng 10năm 2020 đến ngày 25tháng 1 năm 2021,"Lãi suất(%/năm) > 8,8% -10,5% > 9,5% -9,8% > 10,5% -10,8% > 9,5%","Hình thức đảm bảo > Quyền sử dụng đất của thừa đất số 667 với diện tích \( 7.920 \, m^{2} \) tại Phường KhaiQuang, Thành phố Vĩnh Yên, Tĩnh Vĩnh Phúc, tờ bản đồ số 16, thừa đất số 805 và806 với diện tích \( 17.341 \, m^{2} \) tại Xã Thanh Trù, Thành phố Vĩnh Yên, tỉnh VĩnhPhúc và toàn bộ quyền tài sản phát sinh từ Dư án khu tổ hợp Khách sạn DIC Star;95 quyền sử dụng đất tại Dự án Khu Độ thị mới Nam Vĩnh yên - Giai đoạn 1 -Phân khu 1 đứng tên Tổng công ty Cổ phần Đầu tư phát triển xây dựng với tổngdiện tích là \( 17.162 \, m^{2} \)Các quyền tài sản (bao gồm nhưng không giới hạn: quyền đổi nợ và thụ hướng sốtiền đổi nợ; quyền được phân chia và sử dụng, khai thác, và/hoặc sở hữu sảnphẩm được phân chia; quyền yếu cầu hoàn trả tiền ứng trước, tiền phạt vi phạm,tiền bồi thường thiết hại và thụ hướng số tiền này; các quyền, lợi ích, các khoảnbồi hoàn,...) của Tổng công ty Cổ phần đầu tư phát triển xây dựng phát sinh từ Dưán Khu đô thị Nam Vĩnh yên Giai đoạn 1 - Phân khu 2,3 > Giấy chứng nhận Quyền sử dụng đất số AL 622002 do UBNDTĩnh Bà Rịa Vũng Tàu cấp ngày 31 tháng 1 năm 2008 > Quyền sử dụng đất của các dự án bao gồm: 1 lô đất diện tích \( 26.895,1 \, m^{2} \) và taisản hình thành trong tương lai thuộc Dự án Phoenix I và Phoenix II, 43 lô đất tạiKhu đô thị Du lịch Sinh thái Đại Phước diện tích \( 55.064 \, m^{2} \), 43 lô đất tại Khu đậncư Thương mại Phường 4, Hậu Giang diện tích \( 201.702,8 \, m^{2} \) > Khoản phải thu và quyền phát sinh của Tổng Công tycó được theo các hợp đồng bán/cho thuê dài hạn của Dư ánKhu căn hộ thuộc khối B - Tổ hợp khách sạn 5 sao Pullman và Trung tâm Hội nghịTriển lâm Quốc tế Thành phố Vũng Tàu, và 18.920.000 có phần phổ thông củaCông ty Cổ phần Đầu tư và Phát triển Phương Nam do Tổng Công ty năm giữ",numeric__Số cuối nămVND > 614.000.000.000 > 342.088.046.993 > 106.013.319.436 > 18.066.420.059,numeric__Kỳ hạn trả gốc và lãi > Từ ngày 25 tháng 2năm 2020 đến ngày 1tháng 11 năm 2028; vàtừ ngày 25 tháng 3năm 2021 đến ngày 25tháng 12 năm 2024 > Từ ngày 23 tháng 3năm 2020 đến ngày 14tháng 12 năm 2022 > Từ ngày 22 tháng 1năm 2020 đến ngày 7tháng 10 năm 2020 > Từ ngày 25 tháng 10năm 2020 đến ngày 25tháng 1 năm 2021,"numeric__Lãi suất(%/năm) > 8,8% -10,5% > 9,5% -9,8% > 10,5% -10,8% > 9,5%","numeric__Hình thức đảm bảo > Quyền sử dụng đất của thừa đất số 667 với diện tích \( 7.920 \, m^{2} \) tại Phường KhaiQuang, Thành phố Vĩnh Yên, Tĩnh Vĩnh Phúc, tờ bản đồ số 16, thừa đất số 805 và806 với diện tích \( 17.341 \, m^{2} \) tại Xã Thanh Trù, Thành phố Vĩnh Yên, tỉnh VĩnhPhúc và toàn bộ quyền tài sản phát sinh từ Dư án khu tổ hợp Khách sạn DIC Star;95 quyền sử dụng đất tại Dự án Khu Độ thị mới Nam Vĩnh yên - Giai đoạn 1 -Phân khu 1 đứng tên Tổng công ty Cổ phần Đầu tư phát triển xây dựng với tổngdiện tích là \( 17.162 \, m^{2} \)Các quyền tài sản (bao gồm nhưng không giới hạn: quyền đổi nợ và thụ hướng sốtiền đổi nợ; quyền được phân chia và sử dụng, khai thác, và/hoặc sở hữu sảnphẩm được phân chia; quyền yếu cầu hoàn trả tiền ứng trước, tiền phạt vi phạm,tiền bồi thường thiết hại và thụ hướng số tiền này; các quyền, lợi ích, các khoảnbồi hoàn,...) của Tổng công ty Cổ phần đầu tư phát triển xây dựng phát sinh từ Dưán Khu đô thị Nam Vĩnh yên Giai đoạn 1 - Phân khu 2,3 > Giấy chứng nhận Quyền sử dụng đất số AL 622002 do UBNDTĩnh Bà Rịa Vũng Tàu cấp ngày 31 tháng 1 năm 2008 > Quyền sử dụng đất của các dự án bao gồm: 1 lô đất diện tích \( 26.895,1 \, m^{2} \) và taisản hình thành trong tương lai thuộc Dự án Phoenix I và Phoenix II, 43 lô đất tạiKhu đô thị Du lịch Sinh thái Đại Phước diện tích \( 55.064 \, m^{2} \), 43 lô đất tại Khu đậncư Thương mại Phường 4, Hậu Giang diện tích \( 201.702,8 \, m^{2} \) > Khoản phải thu và quyền phát sinh của Tổng Công tycó được theo các hợp đồng bán/cho thuê dài hạn của Dư ánKhu căn hộ thuộc khối B - Tổ hợp khách sạn 5 sao Pullman và Trung tâm Hội nghịTriển lâm Quốc tế Thành phố Vũng Tàu, và 18.920.000 có phần phổ thông củaCông ty Cổ phần Đầu tư và Phát triển Phương Nam do Tổng Công ty năm giữ"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.080.167.786.488,,,,1080167786488.0,,,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,727.444.326.308352.723.460.180,,,,7.274443263083528e+23,,,
