row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
DIC Số 1,DIC Số 1,DIC Số 1,68.207.711.411,45.573.673.803,68207711411.0,45573673803.0
DIC Số 4,DIC Số 4,DIC Số 4,45.657.066.360,35.213.568.836,45657066360.0,35213568836.0
DIC Số 2,DIC Số 2,DIC Số 2,26.461.744.880,20.913.510.182,26461744880.0,20913510182.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng Phước An,Công ty Cổ phần Đầu tư Phát triển Xây dựng Phước An,Công ty Cổ phần Đầu tư Phát triển Xây dựng Phước An,13.852.235.433,13.852.235.433,13852235433.0,13852235433.0
Công ty Cổ phần Xây dựng Hà Nội CPM,Công ty Cổ phần Xây dựng Hà Nội CPM,Công ty Cổ phần Xây dựng Hà Nội CPM,9.884.406.406,2.133.420.845,9884406406.0,2133420845.0
Công ty TNHH Xây dựng và Thương mại Hòa Bình,Công ty TNHH Xây dựng và Thương mại Hòa Bình,Công ty TNHH Xây dựng và Thương mại Hòa Bình,7.047.212.053,1.237.848.984,7047212053.0,1237848984.0
Công ty TNHH Thương mại Dịch Vụ Hưng Việt Khác,Công ty TNHH Thương mại Dịch Vụ Hưng Việt Khác,Công ty TNHH Thương mại Dịch Vụ Hưng Việt Khác,6.802.179.884,7.250.691.525,6802179884.0,7250691525.0
Công ty TNHH Thương mại Dịch Vụ Hưng Việt Khác,Công ty TNHH Thương mại Dịch Vụ Hưng Việt Khác,Công ty TNHH Thương mại Dịch Vụ Hưng Việt Khác,60.009.751.003,86.014.243.532,60009751003.0,86014243532.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,237.922.307.430,212.189.193.140,237922307430.0,212189193140.0
Trong đó:Các bên liên quan (TM số 30),Trong đó:Các bên liên quan (TM số 30),Trong đó:Các bên liên quan (TM số 30),145.937.824.347,113.291.788.366,145937824347.0,113291788366.0
Các bên khác,Các bên khác,Các bên khác,91.984.483.083,98.897.404.774,91984483083.0,98897404774.0
