row_label_raw,row_label_full,Các bên liên quan (Thuyết minh số 28),Số cuối năm > 2.892.316.502.137,VND Số đầu năm > 1.517.220.453.750,numeric__Số cuối năm > 2.892.316.502.137,numeric__VND Số đầu năm > 1.517.220.453.750
Các bên khác,Các bên khác,Các bên khác,1.083.122.220.681,469.438.553.660,1083122220681.0,469438553660.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.975.438.722.818,1.986.659.007.410,3975438722818.0,1986659007410.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(4.063.602.565),(4.063.602.565),-4063602565.0,-4063602565.0
GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,3.971.375.120.253,1.982.595.404.845,3971375120253.0,1982595404845.0
