row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Hoa Sen Nghệ An,Công ty con,Lợi nhuận được chia,224.128.658.740,-,,,224128658740.0,
Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành viên Vật liệu Xây dựng Hoa Sen,Công ty con,Lợi nhuận được chia,205.519.465.050,357.177.111.985,,,205519465050.0,357177111985.0
Ông Hoàng Đức Huy,Phải thu ngắn hạn khác > Ông Hoàng Đức Huy,Ông Hoàng Đức Huy,Phó Tổng Giám đốc,Ứng trước tiền mua đất,90.183.227.000,90.183.227.000,,,90183227000.0,90183227000.0
Công ty TNHH Một Thành viên Tôn Hoa Sen,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty TNHH Một Thành viên Tôn Hoa Sen,Công ty con,Lợi nhuận được chia,76.653.509.042,79.655.811.634,,,76653509042.0,79655811634.0
Công ty TNHH Một Thành viên Hoa Sen Binh Định,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Hoa Sen Binh Định,Công ty TNHH Một Thành viên Hoa Sen Binh Định,Công ty con,Lợi nhuận được chia,34.967.674.962,69.522.160.006,,,34967674962.0,69522160006.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Lợi nhuận được chia,5.895.764.638,3.423.095.400,,,5895764638.0,3423095400.0
Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty TNHH Một Thành viên Vận tải và Cơ khí Hoa Sen,Công ty con,Chi hộ,-,36.787.500,,,,36787500.0
Công ty TNHH Một Thành viên Đầu tư Khu Liên hợp Luyện cán Thép Hoa Sen Cà Ná – Ninh Thuận,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Đầu tư Khu Liên hợp Luyện cán Thép Hoa Sen Cà Ná – Ninh Thuận,Công ty TNHH Một Thành viên Đầu tư Khu Liên hợp Luyện cán Thép Hoa Sen Cà Ná – Ninh Thuận,Công ty con,Chi hộ,923.312.250,923.312.250,,,923312250.0,923312250.0
Công ty Cổ phần Hoa Sen Yên Bái,Phải thu ngắn hạn khác > Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,Công ty con,Lãi vay,551.616.708,,,,551616708.0,
Công ty TNHH Một Thành viên Hoa Sen Phú Mỹ,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành viên Hoa Sen Phú Mỹ,Công ty con,Lãi vay,164.900.884,-,,,164900884.0,
Công ty TNHH Một Thành viên Hoa Sen Phú Mỹ,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Hoa Sen Phú Mỹ,Công ty TNHH Một Thành viên Hoa Sen Phú Mỹ,Công ty con,Chi hộ,-,5.000.000,,,,5000000.0
Công ty TNHH Một Thành viên Xi Măng Hoa Sen Cà Ná – Ninh Thuận,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Xi Măng Hoa Sen Cà Ná – Ninh Thuận,Công ty TNHH Một Thành viên Xi Măng Hoa Sen Cà Ná – Ninh Thuận,Công ty con,Chi hộ,10.000.000,5.000.000,,,10000000.0,5000000.0
Công ty TNHH Một Thành viên Năng lượng Tài tạo Hoa Sen Cà Ná – Ninh Thuận,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Năng lượng Tài tạo Hoa Sen Cà Ná – Ninh Thuận,Công ty TNHH Một Thành viên Năng lượng Tài tạo Hoa Sen Cà Ná – Ninh Thuận,Công ty con,Chi hộ,10.000.000,5.000.000,,,10000000.0,5000000.0
Công ty TNHH Một Thành viên Đầu tư Hạ tầng Khu Công nghiệp Hoa Sen Cà Ná – Ninh Thuận,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Đầu tư Hạ tầng Khu Công nghiệp Hoa Sen Cà Ná – Ninh Thuận,Công ty TNHH Một Thành viên Đầu tư Hạ tầng Khu Công nghiệp Hoa Sen Cà Ná – Ninh Thuận,Công ty con,Chi hộ,-,5.000.000,,,,5000000.0
Công ty TNHH Một Thành viên Cảng Tổng hợp Quốc tế Hoa Sen Cà Ná – Ninh Thuận,Phải thu ngắn hạn khác > Công ty TNHH Một Thành viên Cảng Tổng hợp Quốc tế Hoa Sen Cà Ná – Ninh Thuận,Công ty TNHH Một Thành viên Cảng Tổng hợp Quốc tế Hoa Sen Cà Ná – Ninh Thuận,Công ty con,Chi hộ,-,5.000.000,,,,5000000.0
TỔNG CỘNG,Phải thu ngắn hạn khác > TỔNG CỘNG,TỔNG CỘNG,,,639.008.129.274,600.946.505.775,,,639008129274.0,600946505775.0
