row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,21.1,47.077.679.965.050,30.259.054.800.256,,211.0,47077679965050.0,30259054800256.0
02,02,02,2. Các khoản giảm trừ doanh thu,21.1,(179.072.251.662),(105.803.558.650),,211.0,-179072251662.0,-105803558650.0
10,10,10,3. Doanh thu thuần từ bán hàng và cung cấp dịch vụ,21.1,46.898.607.713.388,30.153.251.241.606,,211.0,46898607713388.0,30153251241606.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,22,(43.680.064.063.459),(26.953.271.230.658),,22.0,-43680064063459.0,-26953271230658.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,3.218.543.649.929,3.199.980.010.948,,,3218543649929.0,3199980010948.0
21,21,21,6. Doanh thu hoạt động tài chính,21.2,601.781.666.924,589.479.991.294,,212.0,601781666924.0,589479991294.0
22,22,22,7. Chi phí tài chính Trong đó: chi phí lãi vay,23,(420.377.177.127) (317.503.841.647),(209.784.749.306) (163.766.749.605),,23.0,,
23,23,23,7. Chi phí tài chính Trong đó: chi phí lãi vay,23,(420.377.177.127) (317.503.841.647),(209.784.749.306) (163.766.749.605),,23.0,,
25,25,25,8. Chi phí bán hàng,24,(1.235.820.173.529),(974.622.573.218),,24.0,-1235820173529.0,-974622573218.0
26,26,26,9. Chi phí quản lý doanh nghiệp,24,(639.173.453.876),(724.634.725.092),,24.0,-639173453876.0,-724634725092.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,1.524.954.512.321,1.880.417.954.626,,,1524954512321.0,1880417954626.0
31,31,31,11. Thu nhập khác,25,73.096.842.741,11.210.529.464,,25.0,73096842741.0,11210529464.0
32,32,32,12. Chi phí khác,25,(3.244.149.612),(23.493.402.813),,25.0,-3244149612.0,-23493402813.0
40,40,40,13. Lợi nhuận (lỗ) khác,25,69.852.693.129,(12.282.873.349),,25.0,69852693129.0,-12282873349.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,1.594.807.205.450,1.868.135.081.277,,,1594807205450.0,1868135081277.0
51,51,51,15. Chi phí thuế TNDN hiện hành,27.1,(209.600.199.457),(316.730.543.611),,271.0,-209600199457.0,-316730543611.0
52,52,52,16. (Chi phí) thu nhập thuế TNDN hoãn lại,27.3,(31.435.309.359),24.528.724.989,,273.0,-31435309359.0,24528724989.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,1.353.771.696.634,1.575.933.262.655,,,1353771696634.0,1575933262655.0
