row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,47.077.679.965.050,30.259.054.800.256,47077679965050.0,30259054800256.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Thành phẩm,Trong đó: > Thành phẩm,Thành phẩm,17.915.937.715.175,14.948.831.938.260,17915937715175.0,14948831938260.0
Hàng hóa,Trong đó: > Hàng hóa,Hàng hóa,28.936.150.602.420,15.099.244.760.060,28936150602420.0,15099244760060.0
Khác,Trong đó: > Khác,Khác,225.591.647.455,210.978.101.936,225591647455.0,210978101936.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(179.072.251.662),(105.803.558.650),-179072251662.0,-105803558650.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(168.048.151.825),(89.757.637.334),-168048151825.0,-89757637334.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(1.600.272.797),(10.157.008.501),-1600272797.0,-10157008501.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(9.423.827.040),(5.888.912.815),-9423827040.0,-5888912815.0
DOANH THU THUẦN,Trong đó: > DOANH THU THUẦN,DOANH THU THUẦN,46.898.607.713.388,30.153.251.241.606,46898607713388.0,30153251241606.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên khác,Trong đó: > Doanh thu với các bên khác,Doanh thu với các bên khác,21.135.214.803.228,14.878.268.074.336,21135214803228.0,14878268074336.0
Doanh thu với các bên liên quan,Trong đó: > Doanh thu với các bên liên quan,Doanh thu với các bên liên quan,25.763.392.910.160,15.274.983.167.270,25763392910160.0,15274983167270.0
