row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,1.235.820.173.529,974.622.573.218,1235820173529.0,974622573218.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,292.108.792.713,232.671.874.390,292108792713.0,232671874390.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,72.442.980.982,42.173.596.773,72442980982.0,42173596773.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,593.014.446.591,452.817.160.265,593014446591.0,452817160265.0
Chi phí khác,Chi phí khác,Chi phí khác,278.253.953.243,246.959.941.790,278253953243.0,246959941790.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,639.173.453.876,724.634.725.092,639173453876.0,724634725092.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,318.188.060.303,382.214.003.741,318188060303.0,382214003741.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,34.910.163.952,30.677.554.848,34910163952.0,30677554848.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,23.333.620.677,30.063.731.011,23333620677.0,30063731011.0
Chi phí khác,Chi phí khác,Chi phí khác,262.741.608.944,281.679.435.492,262741608944.0,281679435492.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.874.993.627.405,1.699.257.298.310,1874993627405.0,1699257298310.0
