row_label_raw,row_label_full,Thường và lương tháng 13,Số cuối năm > 36.886.740.000,VND Số đầu năm > 133.842.548.580,numeric__Số cuối năm > 36.886.740.000,numeric__VND Số đầu năm > 133.842.548.580
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,10.761.599.776,2.710.941.965,10761599776.0,2710941965.0
Chi phí điện,Chi phí điện,Chi phí điện,9.628.754.210,9.619.132.214,9628754210.0,9619132214.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,5.322.145.980,7.125.696.789,5322145980.0,7125696789.0
Khác,Khác,Khác,226.700.000,34.590.192.994,226700000.0,34590192994.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,62.825.939.966,187.888.512.542,62825939966.0,187888512542.0
