row_label_raw,row_label_full,Công ty > Công ty Cổ phần Tiếp vận và Cảng Quốc tế Hoa Sen – Gemadept > Công ty Cổ phần Hoa Sen Hội Văn > Công ty Cổ phần Hoa Sen Quy Nhơn,Số cuối năm > Tỷ lệ sở hữu (%) > 45,Số cuối năm > Giá trị đầu tư (VND) > 51.952.178.134 > 450.000.000 > 27.900.000.000,Số đầu năm > Tỷ lệ sở hữu (%) > 45,Số đầu năm > Giá trị đầu tư (VND) > 51.952.178.134 > 450.000.000,"Địa điểm > Tỉnh Bà Rịa - Vũng Tàu, Việt Nam > Tỉnh Bình Định, Việt Nam",Ngành nghề kinh doanh > Cung cấp các dịch vụ đại lý vận tải biển > Kinh doanh bất động sản và dịch vụ hỗ trợ cho kinh doanh bất động sản,numeric__Số cuối năm > Tỷ lệ sở hữu (%) > 45,numeric__Số cuối năm > Giá trị đầu tư (VND) > 51.952.178.134 > 450.000.000 > 27.900.000.000,numeric__Số đầu năm > Tỷ lệ sở hữu (%) > 45,numeric__Số đầu năm > Giá trị đầu tư (VND) > 51.952.178.134 > 450.000.000,"numeric__Địa điểm > Tỉnh Bà Rịa - Vũng Tàu, Việt Nam > Tỉnh Bình Định, Việt Nam",numeric__Ngành nghề kinh doanh > Cung cấp các dịch vụ đại lý vận tải biển > Kinh doanh bất động sản và dịch vụ hỗ trợ cho kinh doanh bất động sản
Dư phòng giảm giá đầu tư tài chính dài hạn,Dư phòng giảm giá đầu tư tài chính dài hạn,Dư phòng giảm giá đầu tư tài chính dài hạn,,(35.933.075.667),,(26.949.806.750),,,,-35933075667.0,,-26949806750.0,,
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,,44.369.102.467,,25.902.371.384,,,,44369102467.0,,25902371384.0,,
