row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,837.048.913.123,678.251.101.185,837048913123.0,678251101185.0
Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,547.165.072.432,509.778.179.025,547165072432.0,509778179025.0
Đặt cọc,Đặt cọc,Đặt cọc,138.798.428.600,53.187.465.900,138798428600.0,53187465900.0
Tạm ứng để mua đất,Tạm ứng để mua đất,Tạm ứng để mua đất,90.183.227.000,90.183.227.000,90183227000.0,90183227000.0
Bồi thường đấm tàu,Bồi thường đấm tàu,Bồi thường đấm tàu,31.520.000.000,-,31520000000.0,
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,26.741.318.349,19.858.438.997,26741318349.0,19858438997.0
Khác,Khác,Khác,2.640.866.742,5.243.790.263,2640866742.0,5243790263.0
Dải hạn,Dải hạn,Dải hạn,-,2.012.549.901,,2012549901.0
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",-,2.012.549.901,,2012549901.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,837.048.913.123,680.263.651.086,837048913123.0,680263651086.0
Dự phòng phải thu khác khó đòi,Dự phòng phải thu khác khó đòi,Dự phòng phải thu khác khó đòi,(740.000.000),(740.000.000),-740000000.0,-740000000.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,836.308.913.123,679.523.651.086,836308913123.0,679523651086.0
Trong đó:Các bên liên quan (Thuyết minh số 28),Trong đó:Các bên liên quan (Thuyết minh số 28),Trong đó:Các bên liên quan (Thuyết minh số 28),639.008.129.274,600.946.505.775,639008129274.0,600946505775.0
Các bên khác,Các bên khác,Các bên khác,197.300.783.849,78.577.145.311,197300783849.0,78577145311.0
