row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,74.422.775.292,63.632.969.870,74422775292.0,63632969870.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,26.925.691.491,23.835.246.313,26925691491.0,23835246313.0
Chi phí thuê nhà xưởng,Chi phí thuê nhà xưởng,Chi phí thuê nhà xưởng,19.734.754.783,11.971.103.911,19734754783.0,11971103911.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",11.418.276.450,12.457.928.551,11418276450.0,12457928551.0
Chi phí tư vấn,Chi phí tư vấn,Chi phí tư vấn,5.022.641.070,1.615.463.792,5022641070.0,1615463792.0
Chi phí bảo hiểm,Chi phí bảo hiểm,Chi phí bảo hiểm,1.650.845.702,1.082.517.262,1650845702.0,1082517262.0
Khác,Khác,Khác,9.670.565.796,12.670.710.041,9670565796.0,12670710041.0
Dài hạn,Dài hạn,Dài hạn,216.697.658.464,131.621.472.215,216697658464.0,131621472215.0
"Chi phí thuê nhà xưởng, văn phòng","Chi phí thuê nhà xưởng, văn phòng","Chi phí thuê nhà xưởng, văn phòng",89.433.311.060,65.147.659.827,89433311060.0,65147659827.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",67.552.199.499,50.315.244.895,67552199499.0,50315244895.0
Chi phí làm bằng hiệu,Chi phí làm bằng hiệu,Chi phí làm bằng hiệu,25.377.730.855,-,25377730855.0,
Chi phí sửa chữa,Chi phí sửa chữa,Chi phí sửa chữa,20.638.965.085,11.079.041.450,20638965085.0,11079041450.0
Khác,Khác,Khác,13.695.451.965,5.079.526.043,13695451965.0,5079526043.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,291.120.433.756,195.254.442.085,291120433756.0,195254442085.0
