row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,11.720.086.045.466,6.603.350.910.164,,,11720086045466.0,6603350910164.0
310,310,310,I. Nợ ngắn hạn,,11.480.180.605.636,6.215.159.598.085,,,11480180605636.0,6215159598085.0
311,311,311,1. Phải trả người bán ngắn hạn,15.1,3.308.069.444.117,1.501.886.154.837,,151.0,3308069444117.0,1501886154837.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,15.2,357.924.180.945,130.240.194.421,,152.0,357924180945.0,130240194421.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,146.954.619.391,164.411.640.149,,16.0,146954619391.0,164411640149.0
314,314,314,4. Phải trả người lao động,,80.555.222.032,62.752.064.223,,,80555222032.0,62752064223.0
315,315,315,5. Chi phí phải trả ngắn hạn,17,62.825.939.966,187.888.512.542,,17.0,62825939966.0,187888512542.0
319,319,319,6. Phải trả ngắn hạn khác,18,60.239.346.258,34.427.569.550,,18.0,60239346258.0,34427569550.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,19,7.402.317.620.460,4.102.697.779.164,,19.0,7402317620460.0,4102697779164.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",,61.294.232.467,30.855.683.199,,,61294232467.0,30855683199.0
330,330,330,II. Nợ dài hạn,,239.905.439.830,388.191.312.079,,,239905439830.0,388191312079.0
338,338,338,1. Vay và nợ thuê tài chính dài hạn,19,237.114.284.830,385.490.114.579,,19.0,237114284830.0,385490114579.0
342,342,342,2. Dự phòng phải trả dài hạn,,2.791.155.000,2.701.197.500,,,2791155000.0,2701197500.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.304.940.005.954,4.276.886.705.458,,,5304940005954.0,4276886705458.0
410,410,410,I. Vốn chủ sở hữu,20.1,5.304.940.005.954,4.276.886.705.458,,201.0,5304940005954.0,4276886705458.0
411,411,411,1. Vốn cổ phần,,3.499.966.830.000,1.965.398.290.000,,,3499966830000.0,1965398290000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.499.966.830.000,1.965.398.290.000,,,3499966830000.0,1965398290000.0
412,412,412,2. Thặng dư vốn cổ phần,,151.583.183.521,551.571.933.521,,,151583183521.0,551571933521.0
420,420,420,3. Quỹ khác thuộc vốn chủ sở hữu,,34.535.741.195,6.784.575.670,,,34535741195.0,6784575670.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,1.618.854.251.238,1.753.131.906.267,,,1618854251238.0,1753131906267.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,265.082.554.604,177.198.643.612,,,265082554604.0,177198643612.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.353.771.696.634,1.575.933.262.655,,,1353771696634.0,1575933262655.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,17.025.026.051.420,10.880.237.615.622,,,17025026051420.0,10880237615622.0
