row_label_raw,row_label_full,Bên liên quan (Thuyết minh số 28),Số cuối năm > 38.705.908.131,VND Số đầu năm > 6.795.198.682,numeric__Số cuối năm > 38.705.908.131,numeric__VND Số đầu năm > 6.795.198.682
Các bên khác,Các bên khác,Các bên khác,58.880.324.991,67.489.103.919,58880324991.0,67489103919.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,97.586.233.122,74.284.302.601,97586233122.0,74284302601.0
