row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số đầu năm_2,Trong năm,Trong năm_1,Số cuối năm,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2,numeric__Trong năm,numeric__Trong năm_1,numeric__Số cuối năm
,,,VND,VND,VND,VND,VND,VND,,,,,,
,,,Giá trị,Đã nhận,Hoàn trả,Chênh lệch tỷ giá,Chênh lệch tỷ giá,Giá trị,,,,,,
Vay,Vay,Vay,1.979.590.477.523,243.684.000.000,(381.727.117.511),(37.121.511.991),(37.121.511.991),1.804.425.848.021,1979590477523.0,243684000000.0,-381727117511.0,-37121511991.0,-37121511991.0,1804425848021.0
