row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu nămVND > 6.969.149.762,Số phải nộp trong nămVND > 71.693.880.446,Số đã thực nộp trong nămVND > 72.350.134.427,Số cuối nămVND > 6.312.895.781,numeric__Số đầu nămVND > 6.969.149.762,numeric__Số phải nộp trong nămVND > 71.693.880.446,numeric__Số đã thực nộp trong nămVND > 72.350.134.427,numeric__Số cuối nămVND > 6.312.895.781
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,168.680.856,168.680.856,LHAN,,168680856.0,168680856.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,28.362.670.461,113.817.322.013,125.685.472.569,16.494.519.905,28362670461.0,113817322013.0,125685472569.0,16494519905.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.036.912.063,30.071.018.145,29.299.026.326,4.808.903.882,4036912063.0,30071018145.0,29299026326.0,4808903882.0
Thuế môn bài,Thuế môn bài,Thuế môn bài,-,5.000.000,5.000.000,,,5000000.0,5000000.0,
Thuế khác,Thuế khác,Thuế khác,140.768.326,1.686.489.349,1.639.667.924,187.589.751,140768326.0,1686489349.0,1639667924.0,187589751.0
,,,39.509.500.612,217.442.390.809,229.147.982.102,27.803.909.319,39509500612.0,217442390809.0,229147982102.0,27803909319.0
