row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,2.719.062.659.582,2.556.512.754.890,,100.0,,2719062659582.0,2556512754890.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,727.416.030.388,384.800.687.221,,110.0,4.0,727416030388.0,384800687221.0
1.,1.,1.,Tiền,111,,67.916.030.388,76.346.129.721,,111.0,,67916030388.0,76346129721.0
2.,2.,2.,Các khoản tương đương tiền,112,,659.500.000.000,308.454.557.500,,112.0,,659500000000.0,308454557500.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,810.300.000.000,1.150.845.707.500,,120.0,,810300000000.0,1150845707500.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,810.300.000.000,1.150.845.707.500,,123.0,5.0,810300000000.0,1150845707500.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.126.902.605.959,942.396.213.270,,130.0,,1126902605959.0,942396213270.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,584.379.906.641,607.089.587.977,,131.0,6.0,584379906641.0,607089587977.0
2.,2.,2.,Trà trước cho người bán ngắn hạn,132,,2.085.727.269,1.691.847.311,,132.0,,2085727269.0,1691847311.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,561.170.907.895,353.232.043.902,,136.0,7.0,561170907895.0,353232043902.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,8,(20.733.935.846),(19.617.265.920),,137.0,8.0,-20733935846.0,-19617265920.0
IV.,IV.,IV.,Hàng tồn kho,140,9,36.320.271.261,56.203.934.380,,140.0,9.0,36320271261.0,56203934380.0
1.,1.,1.,Hàng tồn kho,141,,36.320.271.261,56.203.934.380,,141.0,,36320271261.0,56203934380.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,18.123.751.974,22.266.212.519,,150.0,,18123751974.0,22266212519.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,,3.520.299.064,3.418.640.248,,151.0,,3520299064.0,3418640248.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,14.603.452.910,18.847.572.271,,152.0,,14603452910.0,18847572271.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,4.323.679.765.514,4.437.392.003.550,,200.0,,4323679765514.0,4437392003550.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,311.837.682.136,807.199.730.576,,210.0,,311837682136.0,807199730576.0
1.,1.,1.,Phải thu dài hạn khác,216,7,311.837.682.136,807.199.730.576,,216.0,7.0,311837682136.0,807199730576.0
II.,II.,II.,Tài sản cố định,220,,2.015.733.909.910,1.778.419.834.269,,220.0,,2015733909910.0,1778419834269.0
1.,1.,1.,Tài sản cố định hữu hình,221,10,2.014.773.704.127,1.776.174.844.477,,221.0,10.0,2014773704127.0,1776174844477.0
,,,- Nguyên giá,222,,2.507.905.115.017,2.126.576.404.906,,222.0,,2507905115017.0,2126576404906.0
,,,- Giá trị hao mòn lũy kế,223,,(493.131.410.890),(350.401.560.429),,223.0,,-493131410890.0,-350401560429.0
2.,2.,2.,Tài sản cố định vô hình,227,11,960.205.783,2.244.989.792,,227.0,11.0,960205783.0,2244989792.0
,,,- Nguyên giá,228,,5.483.760.523,5.483.760.523,,228.0,,5483760523.0,5483760523.0
,,,- Giá trị hao mòn lũy kế,229,,(4.523.554.740),(3.238.770.731),,229.0,,-4523554740.0,-3238770731.0
III.,III.,III.,Đầu tư tài chính dài hạn,250,12,1.966.994.026.289,1.829.618.229.556,,250.0,12.0,1966994026289.0,1829618229556.0
1.,1.,1.,Đầu tư vào công ty con,251,,1.939.318.570.000,1.830.674.570.000,,251.0,,1939318570000.0,1830674570000.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,,97.000.000.000,97.000.000.000,,252.0,,97000000000.0,97000000000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,45.937.767.300,45.937.767.300,,253.0,,45937767300.0,45937767300.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(115.262.311.011),(143.994.107.744),,254.0,,-115262311011.0,-143994107744.0
IV.,IV.,IV.,Tài sản dài hạn khác,260,,29.114.147.179,22.154.209.149,,260.0,,29114147179.0,22154209149.0
1.,1.,1.,Chi phí trả trước dài hạn,261,,750.604.171,111.272.847,,261.0,,750604171.0,111272847.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,13,28.363.543.008,22.042.936.302,,262.0,13.0,28363543008.0,22042936302.0
,,,TỔNG CÔNG TÀI SẢN (270=100+200),270,,7.042.742.425.096,6.993.904.758.440,,270.0,,7042742425096.0,6993904758440.0
