row_label_raw,row_label_full,Tập đoàn Dầu khí Quốc gia Việt Nam,165.049.954.347,165.049.954.347_1,numeric__165.049.954.347,numeric__165.049.954.347_1
Công ty Cổ phần Vận tải Dầu khí Hà Nội,Công ty Cổ phần Vận tải Dầu khí Hà Nội,Công ty Cổ phần Vận tải Dầu khí Hà Nội,519.932.300,664.587.200,519932300.0,664587200.0
Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,460.670.118,1.183.061.714,460670118.0,1183061714.0
Công ty Cổ phần Vận tải Dầu khí Quảng Ngãi,Công ty Cổ phần Vận tải Dầu khí Quảng Ngãi,Công ty Cổ phần Vận tải Dầu khí Quảng Ngãi,3.450.000,17.580.000,3450000.0,17580000.0
Công Ty Cổ phần Vận Tài Sản Phẩm Khí Quốc Tế,Công Ty Cổ phần Vận Tài Sản Phẩm Khí Quốc Tế,Công Ty Cổ phần Vận Tài Sản Phẩm Khí Quốc Tế,-,436.659.644,,436659644.0
Công ty Cổ phần Vận tải Xăng đầu Phương Nam,Công ty Cổ phần Vận tải Xăng đầu Phương Nam,Công ty Cổ phần Vận tải Xăng đầu Phương Nam,-,318.571.050,,318571050.0
Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,-,271.098.725,,271098725.0
Công ty Cổ phần Lộc Hóa Dầu Bình Sơn,Công ty Cổ phần Lộc Hóa Dầu Bình Sơn,Công ty Cổ phần Lộc Hóa Dầu Bình Sơn,-,192.494.516,,192494516.0
,,,166.034.006.765,168.134.007.196,166034006765.0,168134007196.0
